ID	Value
htd20	[[दक्षिण\N_NST रेलवे\N_NN के\PSP]]_NP [[चेन्नै\N_NNP स्टेशन\N_NNP से\PSP]]_NP [[धनुष्कोटि\N_NNP]]_NP [[जाने\N_NN वाली\PSP]]_VGNN [[मुख्य\JJ लाइन\N_NN पर\PSP]]_NP [[चेन्नै\N_NNP से\PSP]]_NP [[35\QT_QTC मील\N_NN की\PSP]]_NP [[दूरी\N_NN पर\PSP]]_NP [[चेंगलपट\N_NNP स्टेशन\N_NN]]_NP [[है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
htd21	[[चेंगलपट\N_NNP स्टेशन\N_NN से\PSP]]_NP [[एक\QT_QTC लाइन\N_NN]]_NP [[अरकोनम\N_NNP तक\PSP]]_NP [[जाती\V_VM है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
htd22	[[चेंगलपट\N_NNP स्टेशन\N_NN से\PSP]]_NP [[अरकोनम\N_NNP]]_NP [[जाने\N_NN वाली\PSP]]_VGNN [[लाइन\N_NN पर\PSP]]_NP [[कांजीवरम\N_NNP स्टेशन\N_NN]]_NP [[है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
htd23	[[स्टेशन\N_NN का\PSP]]_NP [[नाम\N_NN]]_NP [[कांजीवरम\N_NNP]]_NP [[जरूर\N_NN]]_JJP [[है\N_NN]]_VGF [[किंतु\CC_CCD]]_CCP [[नगर\N_NN का\PSP]]_NP [[नाम\N_NN]]_NP [[कांचीपुरम\N_NNP]]_NP [[है\V_VAUX]]_VGF [[।RD_PUNC\N_NN]]_BLK
htd24	[[’\RD_PUNC अयोध्या\N_NNP ’\RD_PUNC]]_NP [[भगवान\N_NN श्री\N_NN राम\N_NNP के\PSP]]_NP [[अवतार\N_NN की\PSP]]_NP [[पवित्र\JJ भूमि\N_NN]]_NP [[है\N_NN]]_VGF [[\RD_PUNC]]_BLK
htd25	[[अयोध्या\N_NNP]]_NP [[पवित्र\JJ नदी\N_NN सरयू\N_NNP के\PSP]]_NP [[तट\N_NN पर\PSP]]_NP [[स्थित\N_NN]]_NP [[है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
htd26	[[उत्तर\N_NST रेलवे\N_NN की\PSP]]_NP [[मुगलसराय\N_NNP -\RD_PUNC लखनऊ\N_NNP लाइन\N_NN के\PSP]]_NP [[मुगल\N_NNP सराय\N_NNP स्टेशन\N_NN से\PSP]]_NP [[128\QT_QTC मील\N_NN की\PSP]]_NP [[दूरी\N_NN पर\PSP]]_NP [[अयोध्या\N_NNP स्टेशन\N_NN]]_NP [[है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
htd27	[[शिप्रा\N_NNP]]_NP [[अथवा\CC_CCD]]_CCP [[क्षिप्रा\N_NNP नदी\N_NN के\PSP]]_NP [[तट\N_NN पर\PSP]]_NP [[बसी\V_VM]]_VGF [[महाकाल\N_NNP की\PSP]]_NP [[यह\DM_DMR उज्जैन\N_NNP नगरी\N_NN]]_NP [[पतित\JJ पावनी\JJ]]_JJP [[है\V_VM]]_VGF [[\RD_PUNC]]_BLK
htd28	[[कहते\V_VM हैं\V_VAUX]]_VGF [[कि\CC_CCS]]_CCP [[उज्जैन\N_NNP में\PSP]]_NP [[महाकाल\N_NNP को\PSP]]_NP [[नमस्कार\N_NN]]_NP [[कर\V_VM लेने\V_VM पर\CC_CCS]]_VGNF [[फिर\RP]]_RBP [[मृत्यु\N_NN की\PSP]]_NP [[चिंता\N_NN]]_NP [[नहीं\RP_NEG रहती\V_VM]]_VGF [[।\RD_PUNC]]_BLK
htd29	[[मध्य\N_NST रेलवे\N_NN की\PSP]]_NP [[मुंबई-भोपाल-दिल्ली\N_NNP लाइन\N_NN के\PSP]]_NP [[भोपाल\N_NNP स्टेशन\N_NN से\PSP]]_NP [[एक\QT_QTC लाइन\N_NN]]_NP [[उज्जैन\N_NNP]]_NP [[जाती\V_VM है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
htd30	[[पश्चिम\N_NST रेलवे\N_NN की\PSP]]_NP [[मुंबई-कोटा-दिल्ली\N_NNP लाइन\N_NN पर\CC_CCS]]_NP [[नागदा\N_NNP स्टेशन\N_NN से\PSP]]_NP [[एक\QT_QTC बड़ी\JJ लाइन\N_NN भी\RP_RPD]]_NP [[उज्जैन\N_NNP तक\PSP]]_NP [[गई\V_VM है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
htd31	[[उक्त\JJ लाइन\N_NN के\PSP]]_NP [[महू\N_NNP स्टेशन\N_NN से\PSP भी\RP_RPD]]_NP [[एक\QT_QTC लाइन\N_NN]]_NP [[उज्जैन\N_NNP को\PSP]]_NP [[गई\V_VM है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
htd32	[[द्वारका\N_NNP]]_NP [[चार\QT_QTC धामों\N_NN में\PSP]]_NP [[एक\QT_QTC धाम\N_NN भी\RP_RPD]]_NP [[है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
htd33	[[भगवान\N_NN कृष्ण\N_NNP ने\PSP]]_NP [[इसे\PR_PRL समुद्र\N_NN के\PSP]]_NP [[बीच\N_NST में\PSP]]_NP [[विशेष\JJ रूप\N_NN से\PSP]]_NP [[बसाया\V_VM था\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
htd34	[[पश्चिम\N_NST रेलवे\N_NNP की\PSP]]_NP [[सुरेंद्रनगर-ओखा\N_NNP पोर्ट\N_NN लाइन\N_NN पर\PSP]]_NP [[स्थित\JJ]]_VGF [[यह\DM_DMR नगर\N_NN]]_NP [[समुद्र\N_NN किनारे\N_NN का\PSP]]_NP [[स्टेशन\N_NN]]_NP [[है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
htd35	[[यमुना\N_NNP तट\N_NN पर\PSP]]_NP [[भगवान\N_NN श्रीकृष्ण\N_NNP की\PSP]]_NP [[अवतार\N_NN भूमि\N_NN का\PSP]]_NP [[यह\DM_DMR पवित्र\JJ नगर\N_NN]]_NP [[मथुरा\N_NNP]]_NP [[है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
htd36	[[पूर्वोत्तर\N_NST रेलवे\N_NN की\PSP]]_NP [[आगरा\N_NNP फोर्ट\N_NNP से\PSP]]_NP [[गोरखपुर\N_NNP]]_NP [[जाने\N_NN वाली\PSP]]_VGNN [[लाइन\N_NN]]_NP [[तथा\CC_CCS]]_CCP [[पश्चिम\N_NST रेलवे\N_NN की\CC_CCS]]_NP [[मुंबई-कोटा-दिल्ली\N_NNP लाइन\N_NN पर\CC_CCS]]_NP [[मथुरा\N_NNP स्टेशन\N_NN]]_NP [[है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
htd37	[[गढ़-मुक्तेश्वर\N_NNP]]_NP [[हिंदुओं\N_NN का\PSP]]_NP [[पावन\JJ तीर्थ\N_NN]]_NP [[है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
htd38	[[चलें\V_VM]]_VGF [[गढ़\N_NNP मुक्तेश्वर\N_NNP का\PSP]]_NP [[गंगा\N_NNP मेला\N_NN]]_NP [[।\RD_PUNC]]_BLK
htd39	[[गाजियाबाद\N_NNP जिले\N_NN के\PSP]]_NP [[गढ़\N_NNP मुक्तेश्वर\N_NNP में\PSP]]_NP [[पतित\JJ पावनी\JJ गंगा\N_NNP के\PSP]]_NP [[तट\N_NN पर\PSP]]_NP [[हर\QT_QTF साल\N_NN]]_NP [[कार्तिक\N_NNP पूर्णिमा\N_NNP के\PSP]]_NP [[अवसर\N_NN पर\PSP]]_NP [[लगने\N_NN वाले\PSP]]_VGNN [[उत्तर\N_NST भारत\N_NNP के\PSP]]_NP [[प्रसिद्ध\JJ]]_JJP [[और\CC_CCD]]_CCP [[प्राचीन\JJ धार्मिक\JJ मेले\N_NN का\PSP]]_NP [[इतिहास\N_NN]]_NP [[लगभग\RB]]_RBP [[पाँच\QT_QTC हजार\QT_QTC वर्ष\N_NN]]_NP [[पुराना\JJ]]_JJP [[है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
htd40	[[इस\PR_PRL बार\N_NN भी\RP_RPD]]_NP [[गढ़\N_NNP मुक्तेश्वर\N_NNP में\PSP]]_NP [[मेले\N_NN की\PSP]]_NP [[भरपूर\JJ गहमागहमी\N_NN]]_NP [[है\V_VAUX]]_VGF [[और\CC_CCD]]_CCP [[मुख्य\JJ स्नान\N_NN के\PSP लिए\PSP]]_NP [[श्रद्धालुओं\N_NN की\PSP]]_NP [[भारी\JJ भीड़\N_NN]]_NP [[जुट\N_NN रही\V_VAUX है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
htd41	[[मुख्य\JJ स्नान\N_NN]]_NP [[13\QT_QTC नवंबर\N_NNP को\PSP]]_NP [[है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
htd42	[[गढ़\N_NNP मुक्तेश्वर\N_NNP के\PSP]]_NP [[विषय\N_NN में\PSP]]_NP [[कहाV_VM\N_NN जाताV_VAUX\N_NN है\V_VAUX कि\CC_CCS]]_VGNF [[महाभारत\N_NNP के\PSP]]_NP [[विनाशकारी\JJ युद्ध\N_NN के\PSP]]_NP [[बाद\N_NST]]_NP [[योगीराज\N_NNP श्रीकृष्ण\N_NNP]]_NP [[,\RD_PUNC]]_CCP [[धर्मराज\N_NNP युधिष्ठिर\N_NNP]]_NP [[व\CC_CCS]]_CCP [[अर्जुन\N_NNP के\PSP]]_NP [[मन\N_NN में\PSP]]_NP [[युद्ध\N_NN की\PSP]]_NP [[विभीषिका\N_NN]]_NP [[और\CC_CCD]]_CCP [[नरसंहार\N_NN को\PSP]]_NP [[देखकर\V_VM]]_VGNF [[भारी\JJ ग्लानि\N_NN]]_NP [[हुई\V_VM]]_VGF [[।\RD_PUNC]]_BLK
htd43	[[वे\PR_PRP]]_NP [[इस\DM_DMD सोच\N_NN में\PSP]]_NP [[पड़\V_VM गए\V_VAUX कि\CC_CCS]]_VGF [[युद्ध\N_NN में\PSP]]_NP [[मारे\V_VM गए\V_VAUX]]_VGF [[असंख्य\QT_QTF कुटुम्बियों\N_NN]]_NP [[,\RD_PUNC]]_CCP [[बंधुओं\N_NN]]_NP [[व\CC_CCS]]_CCP [[निर्दोष\JJ लोगों\N_NN की\PSP]]_NP [[आत्मा\N_NN की\PSP]]_NP [[शांति\N_NN के\PSP लिए\PSP]]_NP [[क्या\PR_PRQ उपाय\N_NN]]_NP [[या\CC_CCS]]_CCP [[संस्कार\N_NN]]_VGF [[किया\V_VM जाए\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
htd44	[[तब\PR_PRL सबने\PR_PRL]]_NP [[एक\QT_QTC राय\N_NN से\PSP]]_NP [[निर्णय\N_NN]]_NP [[लिया\V_VM था\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
htd45	[[खांडवी\N_NNP वन\N_NN में\PSP]]_NP [[भगवान\N_NN परशुराम\N_NNP द्वारा\PSP]]_NP [[स्थापित\N_NN शिव\N_NNP]]_NP [[बल्लभपुर\N_NNP नामक\N_NN]]_NP [[स्थान\N_NN पर\PSP]]_NP [[मुक्तेश्वर\N_NNP महादेव\N_NNP की\PSP]]_NP [[पूजा\N_NN]]_NP [[यज्ञ\N_NN]]_NP [[तथा\CC_CCD]]_CCP [[पतित\JJ पावनी\JJ गंगा\N_NNP में\PSP]]_NP [[स्नान\N_NN]]_NP [[करने\V_VM]]_VGF [[और\CC_CCD]]_CCP [[वहाँ\DM_DMD पिंडदान\N_NN]]_NP [[करने\V_VM से\PSP]]_VGF [[सभी\QT_QTF संस्कार\N_NN]]_NP [[पूर्ण\N_NN]]_NP [[हो\V_VM जाएँगे\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
htd46	[[ज्ञात\JJ रहे\V_VM]]_VGF [[कि\CC_CCS]]_CCP [[शिव\N_NNP]]_NP [[बल्लभपुर\N_NNP को\PSP ही\N_NN]]_NP [[अब\N_NST गढ़\N_NNP मुक्तेश्वर\N_NNP के\PSP]]_NP [[नाम\N_NN से\PSP]]_NP [[जाना\V_VM जाता\V_VAUX है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
htd47	[[भगवान\N_NN राम\N_NNP के\PSP]]_NP [[पूर्वज\N_NN]]_NP [[महाराज\N_NN शिवि\N_NNP ने\PSP]]_NP [[अपना\PR_PRF वानप्रस्थ\N_NN]]_NP [[गढ़\N_NNP मुक्तेश्वर\N_NNP में\PSP ही\N_NN]]_NP [[व्यतीत\N_NN किया\V_VM था\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
htd48	[[महाराज\N_NN शिव\N_NNP ने\PSP]]_NP [[भगवान\N_NN परशुराम\N_NNP से\PSP]]_NP [[यहाँ\DM_DMD शिव\N_NNP मंदिर\N_NN की\PSP]]_NP [[स्थापना\N_NN कराई\V_VM थी\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
htd49	[[उस\PR_PRP समय\N_NN]]_NP [[गढ़\N_NNP मुक्तेश्वर\N_NNP]]_NP [[बल्लभ\N_NNP संप्रदाय\N_NN का\PSP]]_NP [[मुख्य\JJ केन्द्र\N_NN]]_NP [[था\V_VM]]_VGF [[।\RD_PUNC]]_BLK
htd50	[[गढ़\N_NNP मुक्तेश्वर\N_NNP का\PSP]]_NP [[नाम\N_NN]]_NP [[शिव\N_NNP बल्लभपुर\N_NNP]]_NP [[पड़ा\V_VM]]_VGF [[।\RD_PUNC]]_BLK
htd51	[[गढ़\N_NNP मुक्तेश्वर\N_NNP का\PSP]]_NP [[वर्णन\N_NN]]_NP [[शिव\N_NNP पुराण\N_NNP में\PSP]]_NP [[मिलता\V_VM है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
htd52	[[एकादशी\N_NN से\PSP]]_NP [[चतुर्दशी\N_NN तक\PSP]]_NP [[गढ़\N_NNP मुक्तेश्वर\N_NNP में\PSP]]_NP [[महाभारत\N_NNP युद्ध\N_NN में\PSP]]_NP [[मारे\V_VM गए\V_VAUX]]_VGF [[सभी\QT_QTF लोगों\N_NN की\PSP]]_NP [[आत्मा\N_NN की\PSP]]_NP [[शांति\N_NN के\PSP लिए\PSP]]_NP [[यज्ञ\N_NN]]_NP [[किया\V_VM गया\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
htd53	[[चतुर्दशी\N_NN की\PSP]]_NP [[संध्या\N_NN को\PSP]]_NP [[यज्ञ\N_NN की\PSP]]_NP [[समाप्ति\N_NN पर\PSP]]_NP [[उन\PR_PRP आत्माओं\N_NN को\PSP]]_NP [[गंगा\N_NNP में\PSP]]_NP [[दीप\N_NN दान\V_VM]]_NP [[कर\V_VAUX]]_VGNF [[श्रद्धांजलि\N_NN]]_NP [[अर्पित\N_NN की\V_VM गई\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
htd54	[[अगले\N_NST दिन\N_NN]]_NP [[प्रात:\N_NN पूर्णमासी\N_NN को\PSP]]_NP [[सभी\QT_QTF ने\PSP]]_NP [[गंगा\N_NNP स्नान\N_NN]]_NP [[कर\V_VM]]_VGNF [[पूजा-अर्चना\N_NN]]_NP [[,\RD_PUNC]]_CCP [[कथा\N_NN आदि\N_NN]]_NP [[की\V_VM]]_VGF [[।\RD_PUNC]]_BLK
htd55	[[प्रत्येक\QT_QTF वर्ष\N_NN]]_NP [[लाखों\QT_QTC की\PSP]]_NP [[संख्या\N_NN में\PSP]]_NP [[श्रद्धालु\N_NN]]_NP [[गढ़\N_NNP मुक्तेश्वर\N_NNP]]_NP [[कार्तिक\N_NNP पूर्णिमा\N_NNP पर\CC_CCS]]_NP [[कलुष\N_NN विनाशनी\N_NN]]_NP [[,\RD_PUNC]]_CCP [[पापहरिणी\N_NN गंगा\N_NNP में\PSP]]_NP [[स्नान\N_NN]]_NP [[करने\V_VM]]_VGF [[और\CC_CCS]]_CCP [[अपने\PR_PRF स्वजनों\N_NN की\PSP]]_NP [[आत्मा\N_NN की\PSP]]_NP [[शांति\N_NN के\PSP लिए\PSP]]_NP [[यहाँ\DM_DMD]]_NP [[दीप\N_NN दान\N_NN]]_NP [[करने\V_VM आते\V_VAUX हैं\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
htd56	[[चतुर्दशी\N_NN की\PSP]]_NP [[शाम\N_NN को\PSP]]_NP [[असंख्य\QT_QTF लोग\N_NN]]_NP [[अपने\PR_PRF स्वजनों\N_NN को\PSP]]_NP [[श्रद्धांजलि\N_NN]]_NP [[देने\V_VM के\PSP लिए\PSP]]_VGNN [[गंगा\N_NNP में\PSP]]_NP [[दीप\N_NN दान\V_VM]]_NP [[करते\V_VM हैं\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
htd57	[[उस\PR_PRP वक्त\N_NN]]_NP [[गंगा\N_NNP की\PSP]]_NP [[धारा\N_NN के\PSP]]_NP [[साथ\PSP]]_NP [[बहते\V_VM]]_VGF [[दीपों\N_NN का\PSP]]_NP [[दृश्य\N_NN]]_NP [[बड़ा\RP_INTF ही\RP_RPD शांतिदायक\N_NN]]_NP [[और\CC_CCS]]_CCP [[मनोहारी\JJ]]_JJP [[प्रतीत\N_NN होता\V_VM है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
htd58	[[गढ़\N_NNP मुक्तेश्वर\N_NNP में\PSP]]_NP [[धार्मिक\N_NN महत्व\N_NN की\PSP]]_NP [[कई\QT_QTF जगहें\N_NN]]_NP [[हैं\V_VAUX]]_VGF [[,\RD_PUNC]]_CCP [[जैसे\CC_CCS नहुष-कूप\N_NNP]]_NP [[(\RD_SYM नक्का\N_NNP कुआँ\N_NNP )\RD_SYM]]_NP [[,\RD_PUNC]]_CCP [[मुक्तेश्वर\N_NNP महादेव\N_NNP का\PSP]]_NP [[मंदिर\N_NN]]_NP [[,\RD_PUNC]]_CCP [[बद्रीनाथ\N_NNP]]_NP [[मंदिर\N_NN आदि\N_NN]]_NP [[।\RD_PUNC]]_BLK
htd59	[[प्रथा\N_NN]]_NP [[है\V_VAUX]]_VGF [[कि\CC_CCS]]_CCP [[बद्रीनाथ\N_NNP मंदिर\N_NN को\PSP]]_NP [[केवल\QT_QTF आरती\N_NN के\PSP]]_NP [[समय\N_NN ही\RP_RPD]]_NP [[खोला\V_VM जाता\V_VAUX है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
htd60	[[यह\DM_DMD मंदिर\N_NN साल\N_NN में\PSP]]_NP [[केवल\QT_QTF एक\QT_QTC बार\N_NN]]_NP [[अक्षय\N_NNP तृतीया\N_NNP को\PSP]]_NP [[परशुराम\N_NNP जयंती\N_NN पर\PSP]]_NP [[दिन\N_NN भर\RP_RPD]]_NP [[दर्शनार्थियों\N_NN के\PSP लिए\PSP]]_NP [[खोला\V_VM जाता\V_VAUX है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
htd61	[[मुक्तेश्वर\N_NNP महादेव\N_NN]]_NP [[मंदिर\N_NN के\PSP]]_NP [[सामने\N_NST]]_NP [[विशाल\JJ रेतीला\JJ मैदान\N_NN]]_NP [[है\V_VAUX]]_VGF [[,\RD_PUNC]]_CCP [[उसे\PR_PRP मीराबाई\N_NNP की\PSP]]_NP [[रेती\N_NN के\PSP]]_NP [[नाम\N_NN से\PSP]]_NP [[जाना\V_VM जाता\V_VAUX है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
htd62	[[ऐसी\DM_DMD मान्यता\N_NN]]_NP [[है\V_VAUX]]_VGF [[कि\CC_CCS]]_CCP [[एक\QT_QTC बार\N_NN]]_NP [[मीराबाई\N_NNP]]_NP [[यहाँ\DM_DMD]]_NP [[गंगा\N_NNP स्नान\N_NN के\PSP लिए\PSP]]_NP [[आई\V_VM थीं\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
htd63	[[कहते\V_VM हैं\V_VAUX]]_VGF [[कि\CC_CCS]]_CCP [[एक\QT_QTC बार\N_NN पार्वती\N_NNP जी\N_NN ने\PSP]]_NP [[शंकर\N_NNP जी\N_NN से\PSP]]_NP [[प्रश्न\N_NN]]_NP [[किया\V_VM]]_VGF [[।\RD_PUNC]]_BLK
