ID	Value
hhd38	[[कम\QT_QTF वसा\N_NN और\CC_CCD फाइबर\N_NN वाले\PSP]]_NP [[खाने\N_NN से\PSP]]_NP [[आप\PR_PRP कई\QT_QTF बीमारियों\N_NN से\PSP भी\RP_RPD]]_NP [[दूर\N_NST]]_NP [[रहते\V_VM हैं\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
hhd39	[[नमक\N_NN और\CC_CCD शराब\N_NN का\PSP]]_NP [[सेवन\N_NN]]_NP [[कम\RB]]_NP [[करें\V_VM]]_VGF [[।\RD_PUNC]]_BLK
hhd40	[[ब्लड\N_NN प्रेशर\N_NN और\CC_CCD कोलेस्ट्राल\N_NN को\PSP]]_NP [[नियंत्रित\JJ]]_NP [[करने\V_VM के\PSP लिए\PSP]]_VGNF [[नमक\N_NN और\CC_CCD शराब\N_NN का\PSP]]_NP [[सेवन\N_NN]]_NP [[कम\QT_QTF से\PSP कम\QT_QTF]]_NP [[मात्रा\N_NN में\PSP]]_NP [[करें\V_VM]]_VGF [[।\RD_PUNC]]_BLK
hhd41	[[बंद\V_VM करें\V_VAUX]]_VGNF [[धूम्रपान\N_NN]]_NP [[।\RD_PUNC]]_BLK
hhd42	[[धूम्रपान\N_NN]]_NP [[करने\V_VM से\PSP]]_VGNF [[कैंसर\N_NN समेत\JJ]]_NP [[कई\QT_QTF बीमारियों\N_NN का\PSP]]_NP [[खतरा\N_NN]]_NP [[होता\V_VM है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
hhd43	[[इसे\DM_DMD]]_NP [[छोड़ने\V_VM की\PSP]]_VGNF [[पूरी\JJ कोशिश\N_NN]]_NP [[करें\V_VM]]_VGF [[।\RD_PUNC]]_BLK
hhd44	[[रोज\N_NST]]_NP [[करें\V_VM]]_VGF [[व्यायाम\N_NN]]_NP [[।\RD_PUNC]]_BLK
hhd45	[[अपनी\N_NN रोज\N_NST की\PSP]]_NP [[दिनचर्या\N_NN में\PSP]]_NP [[व्यायाम\N_NN को\PSP]]_NP [[जरूर\RB शामिल\N_NN]]_NP [[करें\V_VM]]_VGF [[।\RD_PUNC]]_BLK
hhd46	[[नियमित\JJ व्यायाम\N_NN से\PSP]]_NP [[आप\PR_PRP]]_NP [[हृदय\N_NN रोग\N_NN ,\RD_PUNC कोलन\N_NNP कैंसर\N_NN ,\RD_PUNC ब्लड\N_NN प्रेशर\N_NN और\CC_CCD डायबिटीज\N_NN जैसी\CC_CCS]]_NP [[बीमारियों\N_NN से\PSP]]_NP [[बचाव\N_NN कर\V_VM सकते\V_VAUX हैं\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
hhd47	[[करते\V_VM रहें\V_VAUX]]_VGF [[हल्की\JJ -\RD_PUNC फुल्की\RD_ECH शारीरिक\JJ गतिविधियाँ\N_NN]]_NP [[।\RD_PUNC]]_BLK
hhd48	[[सीढ़ी\N_NN चढ़ना\V_VM ,\RD_PUNC बागवानी\N_NN ,\RD_PUNC घर\N_NN के\PSP छोटे\JJ -\RD_PUNC मोटे\RD_ECH काम\N_NN या\CC_CCD डांस\N_NN करने\V_VM जैसी\CC_CCS]]_NP [[हल्की\JJ -\RD_PUNC फुल्की\RD_ECH शारीरिक\JJ गतिविधियाँ\N_NN]]_NP [[जरूर\RB]]_NP [[करते\V_VM रहें\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
hhd49	[[इनसे\PR_PRP शरीर\N_NN में\PSP]]_NP [[लचीलापन\JJ]]_NP [[बना\V_VM रहता\V_VAUX है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
hhd50	[[यदि\CC_CCS]]_CCP [[लगातार\N_NN बुखार\N_NN]]_NP [[आ\V_VM रहा\V_VAUX है\V_VAUX तो\RP_RPD]]_VGF [[उसकी\PR_PRP जाँच\N_NN]]_NP [[अवश्य\RB]]_NP [[करायें\V_VM]]_VGF [[।\RD_PUNC]]_BLK
hhd51	[[मलेरिया\N_NNP ,\RD_PUNC कालाजार\N_NNP ,\RD_PUNC यक्ष्मा\N_NNP की\PSP]]_NP [[शुरुआत\N_NN]]_NP [[बुखार\N_NNP से\PSP ही\RP_RPD]]_NP [[होती\V_VM है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
hhd52	[[गर्मी\N_NN का\PSP]]_NP [[मौसम\N_NN]]_NP [[शुरू\V_VM]]_NP [[हो\V_VAUX चुका\V_VAUX है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
hhd53	[[बासी\JJ भोजन\N_NN]]_NP [[व\CC_CCD]]_CCP [[सड़क\N_NN किनारे\N_NN बिकने\V_VM वाले\PSP सामान\N_NN का\PSP]]_NP [[सेवन\N_NN]]_NP [[नहीं\RP_NEG करें\V_VM]]_VGF [[।\RD_PUNC]]_BLK
hhd54	[[बच्चों\N_NN को\PSP]]_NP [[फास्ट\JJ फूड\N_NN ,\RD_PUNC कुरकुरे\N_NN ,\RD_PUNC आइसक्रीम\N_NN]]_NP [[नहीं\RP_NEG खिलायें\V_VM]]_VGF [[।\RD_PUNC]]_BLK
hhd55	[[कै-दस्त\N_NNP]]_NP [[होने\V_VM पर\PSP]]_VGNF [[नमक\N_NN और\CC_CCD चीनी\N_NN का\PSP]]_NP [[घोल\N_NN]]_NP [[या\CC_CCD]]_CCP [[ओ.आर.एस\N_NNP]]_NP [[पिलायें\V_VM]]_VGF [[।\RD_PUNC]]_BLK
hhd56	[[साफ\JJ पानी\N_NN]]_NP [[अधिक\QT_QTF से\PSP अधिक\QT_QTF]]_NP [[पीयें\V_VM]]_VGF [[।\RD_PUNC]]_BLK
hhd57	[[लगातार\N_NN बुखार\N_NN से\PSP]]_NP [[पीड़ित\V_VM]]_NP [[हो\V_VAUX]]_VGF [[?\RD_PUNC]]_BLK
hhd58	[[कालाजार\N_NNP ,\RD_PUNC मलेरिया\N_NNP या\CC_CCD फिर\RB हाई\JJ फीवर\N_NN]]_NP [[हो\V_VM सकता\V_VAUX है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
hhd59	[[मेरा\PR_PRP बच्चा\N_NN]]_NP [[दस्त\N_NN और\CC_CCD बुखार\N_NN]]_NP [[दोनों\QT_QTC से\PSP]]_NP [[पीड़ित\V_VM]]_NP [[है\V_VAUX]]_VGF [[?\RD_PUNC]]_BLK
hhd60	[[पहले\QT_QTO ओ.आर.एस.\N_NNP का\PSP]]_NP [[घोल\N_NN]]_NP [[पिलायें\V_VM ,\RD_PUNC]]_VGNF [[इसके\PR_RPP बाद\N_NST]]_NP [[बच्चे\N_NN को\PSP]]_NP [[किसी\DM_DMI शिशु\N_NN रोग\N_NN विशेषज्ञ\N_NN से\PSP]]_NP [[शीघ्र\RB]]_NP [[दिखायें\V_VM]]_VGF [[।\RD_PUNC]]_BLK
hhd61	[[ढाई\QT_QTC -\RD_PUNC तीन\QT_QTC वर्षो\N_NN से\PSP]]_NP [[हर\QT_QTF दो\QT_QTC -\RD_PUNC तीन\QT_QTC माह\N_NN पर\PSP]]_NP [[फीवर\N_NN]]_NP [[हो\V_VM जाता\V_VAUX है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
hhd62	[[यही\DM_DMD नहीं\RP_NEG]]_CCP [[जीभ\N_NN पर\PSP]]_NP [[सफेद\JJ परत\N_NN]]_NP [[जम\V_VM जाती\V_VAUX है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
hhd63	[[पानी\N_NN की\PSP]]_NP [[मात्रा\N_NN]]_NP [[ज्यादा\QT_QTF]]_NP [[लें\V_VM]]_VGNF [[और\CC_CCD]]_CCP [[यूरीन\N_NN कल्चर\N_NN जाँच\N_NN]]_NP [[करायें\V_VM]]_VGF [[।\RD_PUNC]]_BLK
hhd64	[[कालाजार\N_NNP के\PSP]]_NP [[प्रारंभिक\JJ लक्षण\N_NN]]_NP [[क्या\RP_RPQ]]_NP [[हैं\V_VM]]_VGF [[?RD_PUNC]]_BLK
hhd65	[[कुछ\QT_QTF दिनों\N_NN से\PSP]]_NP [[हल्का\JJ फीवर\N_NN]]_NP [[रहता\V_VM है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
hhd66	[[बुखार\N_NN की\PSP]]_NP [[जाँच\N_NN]]_NP [[करें\V_VM]]_VGNF [[और\CC_CCD]]_CCP [[अन्य\JJ जरूरी\N_NN जाँच\N_NN के\PSP]]_NP [[पश्चात\N_NST ही\RP_RPD]]_NP [[कालाजार\N_NNP प्रमाणित\V_VM]]_NP [[हो\V_VAUX सकता\V_VAUX है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
hhd67	[[मेटासिन\N_NNP की\PSP]]_NP [[गोली\N_NN]]_NP [[देने\V_VM से\PSP]]_VGNF [[बुखार\N_NN]]_NP [[उतर\V_VM]]_NP [[जाता\V_VAUX है\V_VAUX]]_VGF [[और\CC_CCD]]_CCP [[फिर\RB 103\QT_QTC तक\PSP]]_NP [[बुखार\N_NN]]_NP [[चढ़\V_VM जाता\V_VAUX है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
hhd68	[[एक्सरे\N_NN ,\RD_PUNC टीसी-डीसी\N_NN]]_NP [[नार्मल\N_NN]]_NP [[है\V_VM]]_VGF [[।\RD_PUNC]]_BLK
hhd69	[[चार\QT_QTC -\RD_PUNC चार\QT_QTC घंटे\N_NN पर\PSP]]_NP [[फीवर\N_NN को\PSP]]_NP [[मापें\V_VM]]_VGF [[।\RD_PUNC]]_BLK
hhd70	[[अगर\CC_CCS 100\QT_QTC से\PSP]]_NP [[ज्यादा\QT_QTF]]_NP [[फीवर\N_NN]]_NP [[हो\V_VM तो\RP_RPD]]_VGNF [[पैरासीटामोल\N_NNP की\PSP]]_NP [[गोली\N_NN]]_NP [[दें\V_VM]]_VGNF [[और\CC_CCD]]_CCP [[किसी\PR_PRQ औषधि\N_NN विशेषज्ञ\N_NN चिकित्सक\N_NN से\PSP]]_NP [[परामर्श\N_NN]]_NP [[लें\V_VM]]_VGF [[।\RD_PUNC]]_BLK
hhd71	[[एच.आई.वी.\N_NNP]]_NP [[क्या\DM_DMQ]]_NP [[है\V_VM]]_VGF [[?\RD_PUNC]]_FRAGP
hhd72	[[यह\DM_DMD]]_NP [[कैसे\PR_PRQ]]_RBP [[होता\V_VM है\V_VAUX]]_VGF [[?RD_PUNC]]_BLK
hhd73	[[बचाव\N_NN के\PSP]]_NP [[उपाय\N_NN]]_NP [[बताएँ\V_VM]]_VGF [[?\RD_PUNC]]_BLK
hhd74	[[यह\DM_DMD एक\QT_QTC प्रकार\N_NN का\PSP]]_NP [[वायरस\N_NN]]_NP [[होता\V_VM है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
hhd75	[[इसका\PR_PRP फैलाव\N_NN]]_NP [[मुख्यत:\RB]]_NP [[असुरक्षित\JJ यौन\N_NN संबंध\N_NN ,\RD_PUNC संक्रमित\JJ सूई\N_NN ,\RD_PUNC संक्रमित\JJ रक्त\N_NN]]_NP [[व\CC_CCD]]_CCP [[माँ\N_NN से\PSP बच्चों\N_NN में\PSP]]_NP [[होता\V_VM है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
hhd76	[[इससे\PR_PRP शरीर\N_NN की\PSP]]_NP [[रोग\N_NN प्रतिरोधक\JJ क्षमता\N_NN]]_NP [[कम\QT_QTF]]_NP [[होती\V_VM जाती\V_VAUX है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
hhd77	[[बोन\N_NNP टीवी\N_NNP की\PSP]]_NP [[क्या\PR_PRQ पहचान\V_VM]]_NP [[है\V_VAUX]]_VGF [[तथा\CC_CCD]]_CCP [[इसका\PR_PRP]]_NP [[क्या\PR_PRQ इलाज\N_NN]]_NP [[है\V_VM]]_VGF [[?\RD_PUNC]]_BLK
hhd78	[[हड्डियों\N_NN में\PSP]]_NP [[दर्द\N_NN ,\RD_PUNC]]_NP [[लगातार\RB बुखार\N_NN ,\RD_PUNC]]_NP [[भले\N_NN ही\RP_RPD]]_NP [[यह\DM_DMD कम\QT_QTF]]_NP [[क्यों\PR_PRQ]]_NP [[न\RP_NEG हो\V_VM]]_VGNF [[या\RP_RPD]]_CCP [[बुखार\N_NN शाम\N_NN में\PSP]]_NP [[बढ़\V_VM जाये\V_VAUX ,\RD_PUNC]]_VGNF [[दर्द\N_NN के\PSP साथ-साथ\PSP]]_NP [[हड्डियों\N_NN में\PSP]]_NP [[विकृति\RB]]_NP [[आ\V_VM जाये\V_VAUX तो\RP_RPD]]_VGNF [[यह\DM_DMD बोन\N_NNP टीबी\N_NNP का\PSP]]_NP [[लक्षण\N_NN]]_NP [[है\V_VM]]_VGF [[।\RD_PUNC]]_BLK
hhd79	[[इससे\PR_PRP हड्डियाँ\N_NN कमजोर\JJ]]_NP [[हो\V_VM जाती\V_VAUX हैं\V_VAUX]]_VGF [[और\CC_CCD]]_CCP [[गलने\V_VM लगती\V_VAUX हैं\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
hhd80	[[इस\DM_DMD परिस्थिति\N_NN में\PSP]]_NP [[लकवा\N_NN भी\RP_RPD]]_NP [[मार\V_VM]]_NP [[सकता\V_VAUX है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
hhd81	[[इसकी\PR_PRP जाँच\N_NN के\PSP लिए\PSP]]_NP [[डिजिटल\JJ एक्सरे\N_NN ,\RD_PUNC एम.आर.आई.\N_NNP]]_NP [[करायें\V_VM ,\RD_PUNC]]_VGNF [[टीबी\N_NNP की\PSP]]_NP [[दवा\N_NN]]_NP [[एक\QT_QTC वर्ष\N_NN तक\PSP]]_NP [[लें\V_VM]]_VGNF [[एवं\CC_CCD]]_CCP [[विशेषज्ञ\N_NN चिकित्सक\N_NN से\PSP]]_NP [[परामर्श\N_NN]]_NP [[लें\V_VM]]_VGF [[।\RD_PUNC]]_BLK
hhd82	[[रात\N_NN में\PSP]]_NP [[सोते\V_VM समय\N_NN]]_NP [[शरीर\N_NN पर\PSP]]_NP [[एक\QT_QTC चादर\N_NN]]_NP [[जरूर\N_NN]]_RBP [[रखे\V_VM]]_VGNF [[एवं\CC_CCD]]_CCP [[पंखा\N_NN]]_NP [[कम\QT_QTF से\PSP कम\QT_QTF]]_NP [[चलायें\V_VM]]_VGF [[।\RD_PUNC]]_BLK
hhd83	[[इससे\PR_PRP]]_NP [[अगर\CC_CCS]]_CCP [[अपने\PR_PRF आप\PR_PRP]]_NP [[सही\JJ महसूस\N_NN]]_NP [[नहीं\RP_NEG करते\V_VM हैं\V_VAUX तो\RP_RPD]]_VGF [[एन्टीएलर्जिक\JJ टेबलेट\N_NN]]_NP [[दस\QT_QTC दिनों\N_NN तक\PSP]]_NP [[लें\V_VM]]_VGF [[।\RD_PUNC]]_BLK
hhd84	[[बच्चों\N_NN को\PSP]]_NP [[घमौंरी\N_NN]]_NP [[हो\V_VM रही\V_VAUX है\V_VAUX]]_VGF [[क्या\PR_PRQ]]_NP [[करें\V_VM]]_VGF [[?\RD_PUNC]]_BLK
hhd85	[[डायरिया\N_NNP का\PSP]]_NP [[घरेलू\JJ उपचार\N_NN]]_NP [[क्या\PR_PRQ]]_NP [[है\V_VM]]_VGF [[?\RD_PUNC]]_BLK
hhd86	[[एक\QT_QTC गिलास\N_NN]]_NP [[पानी\N_NN में\PSP]]_NP [[दो\QT_QTC चम्मच\N_NN चीनी\N_NN]]_NP [[एवं\CC_CCD]]_CCP [[एक\QT_QTC चुटकी\JJ नमक\N_NN]]_NP [[डालकर\V_VM]]_VGNF [[उबालकर\V_VM दें\V_VM]]_VGF [[।\RD_PUNC]]_BLK
hhd87	[[धूप\N_NN के\PSP]]_NP [[कारण\N_NN]]_NP [[क्या\PR_PRQ]]_NP [[कालाजार\N_NNP रोग\N_NN]]_NP [[होता\V_VM है\V_VAUX]]_VGF [[?\RD_PUNC]]_BLK
hhd88	[[क्या\PR_PRQ गर्मी\N_NN में\PSP]]_NP [[इसका\PR_PRP प्रकोप\N_NN]]_NP [[बढ़\V_VM जाता\V_VAUX है\V_VAUX]]_VGF [[?\RD_PUNC]]_BLK
hhd89	[[कालाजार\N_NNP बालू\N_NNP मक्खी\N_NN के\PSP]]_NP [[काटने\V_VM से\PSP]]_NP [[होता\V_VM है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
hhd90	[[इसका\PR_PRP उपचार\N_NN]]_NP [[सभी\QT_QTF अस्पतालों\N_NN में\PSP]]_NP [[है\V_VM]]_VGF [[।\RD_PUNC]]_BLK
hhd91	[[इसके\PR_PRP लिए\PSP]]_NP [[अब\N_NST टेबलेट\N_NN भी\RP_RPD]]_NP [[उपलब्ध\N_NN]]_NP [[हैं\V_VM]]_VGF [[।\RD_PUNC]]_BLK
