ID	Value
HAD36	[[आज\N_NST]]_NP [[एग्रीकल्चर\N_NN सेक्टर\N_NN के\PSP तहत\N_NN]]_NP [[विभिन्न\JJ कैरियर\N_NN विकल्प\N_NN]]_NP [[उपलब्ध\N_NN]]_JJP [[हैं\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HAD37	[[पूरे\QT_QTF देश\N_NN में\PSP]]_NP [[कई\QT_QTF कृषि\N_NN]]_NP [[विश्‍वविद्यालय\N_NN]]_NP [[हैं\V_VM ,\RD_PUNC]]_VGF [[जहां\DM_DMR ग्रेजुएशन\N_NN और\CC_CCD पोस्ट\N_NN ग्रेजुएशन\N_NN स्तर\N_NN के\PSP]]_NP [[कोर्स\N_NN की\PSP]]_NP [[व्यवस्था\N_NN]]_NP [[है\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HAD38	[[इसके\PR_PRP अलावा\N_NN]]_NP [[रिसर्च\N_NN के\PSP लिए\PSP भी\RP_RPD]]_NP [[बेहतर\JJ सुविधाएं\N_NN]]_NP [[उपलब्ध\N_NN]]_JJP [[हैं\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HAD39	[[फिजिक्स\N_NN ,\RD_PUNC केमिस्ट्री\N_NN ,\RD_PUNC मैथ्स\N_NN ,\RD_PUNC अथवा\CC_CCD बायोलॉजी\N_NN से\PSP]]_NP [[12वीं\QT_QTO उत्तीर्ण\JJ विद्यार्थी\N_NN एग्रीकल्चर\N_NN इंजीनियरिंग\N_NN में\PSP]]_NP [[एडमिशन\N_NN]]_NP [[ले\V_VM सकते\V_VAUX हैं\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HAD40	[[भौतिकी\N_NN ,\RD_PUNC रसायन\N_NN विज्ञान\N_NN और\CC_CCD जीव\N_NN विज्ञान\N_NN से\PSP]]_NP [[12वीं\QT_QTO उत्तीर्ण\JJ छात्र\N_NN सेरिकल्चर\N_NN से\PSP]]_NP [[जुड़े\RB पाठ्यक्रमों\N_NN में\PSP]]_NP [[एडमिशन\N_NN]]_NP [[ले\V_VM सकते\V_VAUX हैं\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HAD41	[[वनस्पतियों\N_NN के\PSP]]_NP [[विभिन्न\JJ रोगों\N_NN का\PSP]]_NP [[अध्ययन\N_NN]]_NP [[कृषि\N_NN विज्ञान\N_NN की\PSP]]_NP [[जिस\PR_PRL शाखा\N_NN के\PSP]]_NP [[तहत\N_NN]]_NP [[किया\V_VM जाता\V_VAUX है\V_VAUX ,\RD_PUNC]]_VGF [[उसे\DM_DMD]]_NP [[प्लांट\N_NN पैथोलॉजी\N_NN]]_NP [[कहते\V_VM हैं\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HAD42	[[प्लांट\N_NN पैथोलॉजी\N_NN में\PSP]]_NP [[बैक्टीरिया\N_NN ,\RD_PUNC]]_NP [[फंगस\N_NN ,\RD_PUNC वायरस\N_NN ,\RD_PUNC माइक्रोब्स\N_NN आदि\N_NN पर\PSP]]_NP [[गहन\JJ शोध\N_NN]]_NP [[किया\V_VM जाता\V_VAUX है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HAD43	[[डेयरी\N_NN टेक्नोलॉजी\N_NN के\PSP तहत\N_NN]]_NP [[आप\PR_PRP]]_NP [[डेयरी\N_NN इंजीनियरिंग\N_NN ,\RD_PUNC डेयरी\N_NN केमिस्ट्री\N_NN तथा\CC_CCD डेयरी\N_NN बैक्टीरियोलॉजी\N_NN में\PSP]]_NP [[विशेषज्ञता\N_NN]]_NP [[हासिल\N_NN]]_NP [[कर\V_VM सकते\V_VAUX हैं\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HAD44	[[विश्व\N_NNP खाद्य\N_NNP संगठन\N_NNP के\PSP]]_NP [[विशेषज्ञों\N_NN ने\PSP]]_NP [[कहा\V_VM है\V_VAUX]]_VGF [[कि\CC_CCS]]_CCP [[विश्व\N_NN में\PSP]]_NP [[प्रमुख\JJ अनाज\N_NN के\PSP]]_NP [[भंडार\N_NN]]_NP [[कम\QT_QTF]]_JJP [[हो\V_VM रहे\V_VAUX हैं\V_VAUX]]_VGF [[और\CC_CCD]]_CCP [[कीमतें\N_NN]]_NP [[बढ़\V_VM रही\V_VAUX हैं\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HAD45	[[छोटे\JJ किसानों\N_NN की\PSP]]_NP [[महंगी\JJ तकनीकों\N_NN पर\PSP]]_NP [[बढ़ती\V_VM]]_VGF [[निर्भरता\N_NN ने\PSP]]_NP [[उन्हें\PR_PRP]]_NP [[कर्जदार\N_NN]]_NP [[बनाया\V_VM]]_VGF [[और\CC_CCD]]_CCP [[उनकी\PR_PRP जमीन\N_NN भी\RP_RPD]]_NP [[छिनने\V_VM लगी\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HAD46	[[इस\DM_DMD तरह\N_NN]]_NP [[देश\N_NN के\PSP]]_NP [[जो\PR_PRL परिवार\N_NN खाद्य\N_NN उत्पादन\N_NN के\PSP लिए\PSP]]_NP [[सबसे\RP_INTF अधिक\QT_QTF मेहनत\N_NN]]_NP [[करते\V_VM हैं\V_VAUX ,\RD_PUNC]]_VGF [[वे\PR_PRP]]_NP [[स्वयं\PR_PRF ही\RP_RPD भूख\N_NN ,\RD_PUNC कुपोषण\N_NN व\CC_CCD आर्थिक\JJ संकट\N_NN से\PSP]]_NP [[पीड़ित\RB हैं\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HAD47	[[खाद्य\N_NN सुरक्षा\N_NN के\PSP लिए\PSP]]_NP [[सबसे\RP_INTF पहले\N_NST]]_NP [[किसानों\N_NN की\PSP]]_NP [[सुरक्षा\N_NN का\PSP]]_NP [[आधार\N_NN]]_NP [[चाहिए\V_VM ,\RD_PUNC]]_VGF [[क्योंकि\CC_CCS]]_CCP [[आज\N_NST तो\RP_RPD]]_NP [[किसान\N_NN ही\RP_RPD]]_NP [[संकट\N_NN में\PSP]]_NP [[फंसा\V_VM हुआ\V_VAUX है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HAD48	[[भूमिहीन\JJ खेत\N_NN]]_NP [[मजदूरों\N_NN को\PSP भी\RP_RPD]]_NP [[कम\QT_QTF से\PSP कम\QT_QTF]]_NP [[दो\QT_QTC -\RD_PUNC तीन\QT_QTC बीघे\N_NN जमीन\N_NN]]_NP [[देकर\V_VM]]_VGF [[छोटे\JJ किसान\N_NN की\PSP]]_NP [[श्रेणी\N_NN में\PSP]]_NP [[लाना\V_VM चाहिए\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HAD49	[[इस\DM_DMD तरह\N_NN]]_NP [[खाद्य\N_NN उत्पादन\N_NN भी\RP_RPD]]_NP [[बढ़ेगा\V_VM]]_VGF [[और\CC_CCD]]_CCP [[गांवों\N_NN से\PSP]]_NP [[भूख\N_NN व\CC_CCD कुपोषण\N_NN भी\RP_RPD]]_NP [[दूर\N_NN]]_NP [[होंगे\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HAD50	[[वैज्ञानिकों\N_NN के\PSP]]_NP [[मुताबिक\N_NN]]_NP [[नई\JJ प्रौद्योगिकियों\N_NN से\PSP]]_NP [[किसानों\N_NN को\PSP]]_NP [[अधिक\QT_QTF उत्पादन\N_NN]]_NP [[करने\V_VM]]_VGF [[और\CC_CCD]]_CCP [[उनके\PR_PRP बहुमूल्य\JJ प्राकृतिक\JJ संसाधनों\N_NN के\PSP]]_NP [[संरक्षण\N_NN में\PSP]]_NP [[मदद\N_NN]]_NP [[मिलेगी\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HAD51	[[बीटी\N_NN कपास\N_NN प्रौद्योगिकी\N_NN]]_NP [[इसका\PR_PRP उदाहरण\N_NN]]_NP [[है\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HAD52	[[हालांकि\N_NN खाद्य\N_NN वस्तुओं\N_NN के\PSP लिए\PSP]]_NP [[जीएम\N_NN प्रौद्योगिकी\N_NN पर\PSP]]_NP [[अभी\N_NST]]_NP [[गंभीर\JJ मतभेद\N_NN]]_NP [[हैं\V_VM ,\RD_PUNC]]_VGF [[जिसके\PR_PRL लिए\PSP]]_NP [[व्यापक\JJ चर्चा\N_NN की\PSP]]_NP [[जरूरत\N_NN]]_NP [[है\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HAD53	[[साथ\PSP ही\RP_RPD]]_NP [[ऐसी\DM_DMR नीति\N_NN]]_NP [[अपनाने\V_VM की\PSP]]_VGINF [[जरूरत\N_NN]]_NP [[है\V_VM ,\RD_PUNC]]_VGF [[जिससे\PR_PRL]]_CCP [[खाद्य\N_NN सुरक्षा\N_NN को\PSP]]_NP [[पुख्ता\RB]]_NP [[किया\V_VM जा\V_VAUX सके\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HAD54	[[आनुवांशिक\JJ रूप\N_NN से\PSP]]_NP [[परिवर्तित\JJ यानी\N_NN जीएम\N_NN फसलों\N_NN का\PSP]]_NP [[मुद्दा\N_NN]]_NP [[एक\QT_QTC बार\N_NN]]_NP [[फिर\RB चर्चा\N_NN में\PSP]]_NP [[है\V_VM]]_VGF [[।\RD_PUNC]]_BLK 
HAD55	[[याद\N_NN]]_NP [[करें\V_VM]]_VGF [[कि\CC_CCS]]_CCP [[इस\DM_DMD संदर्भ\N_NN में\PSP]]_NP [[संसदीय\N_NN समिति\N_NN]]_NP [[पहले\N_NST ही\RP_RPD]]_NP [[अपनी\PR_PRF आशंकाएं\N_NN जाहिर\N_NN]]_NP [[कर\V_VM चुकी\V_VAUX है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HAD56	[[गौरतलब\N_NN]]_NP [[है\V_VAUX]]_VGF [[कि\CC_CCS]]_CCP [[बीटी\N_NN]]_NP [[बैंगन\N_NN से\PSP]]_NP [[संबंधित\JJ विवाद\N_NN में\PSP तो\RP_RPD]]_NP [[जेनेटिक\N_NN इंजीनियरिंग\N_NN से\PSP]]_NP [[जुड़ी\RB]]_NP [[आकलन\N_NN समिति\N_NN की\PSP]]_NP [[भूमिका\N_NN पर\PSP ही\RP_RPD]]_NP [[संदेह\N_NN]]_NP [[होने\V_VM लगा\V_VAUX था\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HAD57	[[अंत\N_NN में\PSP]]_NP [[ये\DM_DMD]]_NP [[सारे\QT_QTF मसले\N_NN]]_NP [[बाजार\N_NN और\CC_CCD राजनीति\N_NN के\PSP]]_NP [[अर्थशास्त्र\N_NN से\PSP]]_NP [[निर्धारित\N_NN]]_NP [[होते\V_VM हैं\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
HAD58	[[यहां\DM_DMD]]_NP [[यह\DM_DMD भी\RP_RPD याद\N_NN]]_NP [[रखा\V_VM जाना\V_VAUX चाहिए\V_VAUX]]_VGF [[कि\CC_CCS]]_CCP [[रासायनिक\JJ उर्वरकों\N_NN और\CC_CCD कीटनाशकों\N_NN के\PSP]]_NP [[बढ़ते\JJ उपयोग\N_NN से\PSP]]_NP [[खेती\N_NN की\PSP]]_NP [[लागत\N_NN]]_NP [[पहले\QT_QTO ही\RP_RPD]]_NP [[बेतहाशा\RB बढ़\N_NN]]_NP [[चुकी\V_VM है\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK 
