ID	Value
HAD15	[[এতে\DM_DMD জমির\N_NN উর্বরা\JJ শক্তির\N_NN ওপর\PSP]]_NP [[কোন\DM_DMQ প্রভাব\N_NN পড়ে\V_VM_VF না\RP_NEG]]_VGF [[।\RD_PUNC]]_BLK
HAD16	[[এতে\DM_DMD]]_NP [[শুধুমাত্র\RB]]_RBP [[আঁখ\N_NNP নয়\V_VAUX]]_VGF [[বরং\CC_CCS]]_CCP [[বাদাম\N_NN]]_NP [[এবং\CC_CCD]]_CCP [[আলু\N_NN]]_NP [[ইত্যাদি\RP_RPD ফসলগুলিকেও\N_NN]]_NP [[বাঁচানো\V_VM_VNG]]_VGNN [[সম্ভব\N_NN হবে\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HAD17	[[অনাবৃষ্টি\JJ]]_JJP [[চলাকালীন\RB]]_RBP [[বর্ষাকালে\N_NNP ধান\N_NN কাঁটার\V_VM_VNG]]_VGNN [[অভাবের\JJ প্রভাব\N_NN সরকারি\N_NN কেনা\N_NN বেচায়\N_NN]]_NP [[দেখা\V_VM_VNG দিতে\V_VM_VINF লেগেছে\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HAD18	[[ধান\N_NN কেনা\N_NN]]_NP [[শুরু\N_NN হয়ে\V_VM_VNF]]_VGNF [[তিন\QT_QTC সপ্তাহ\N_NN কেটে\V_VM_VNF গেছে\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HAD19	[[এখনো\RB পর্যন্ত\PSP]]_RBP [[মোট\N_NN ৬৫\QT_QTC লাখ\QT_QTO টন\N_NN ধান\N_NN]]_NP [[কেনা\N_NN হতে\V_VM_VINF পারে\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HAD20	[[চলতি\JJ মরসুমে\N_NN মানে\N_NN অক্টোবর\N_NNP থেকে\PSP]]_NP [[আগামী\RB]]_RBP [[বছরের\N_NN সেপ্টেম্বর\N_NNP পর্যন্ত\PSP ২.৪০\QT_QTC কোটি\QT_QTC টন\N_NN চাল\N_NN]]_NP [[কেনার\V_VM_VNF]]_VGNF [[(\RD_SYM]]_BLK [[৪.১\QT_QTC কোটি\QT_QTC টন\N_NN ধান\N_NN]]_NP [[)\RD_SYM]]_BLK [[ঠিক\N_NN হয়েছে\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HAD21	[[পা়ঞ্জাব\N_NNP]]_NP [[এবং\CC_CCD]]_CCP [[হরিয়ানার\N_NNP বাজারে\N_NN ধানের\N_NN বিক্রী\N_NN]]_NP [[বেশী\JJ]]_JJP [[হওয়ার\V_VAUX কথা\N_NN]]_VGNN [[কিন্তু\CC_CCS]]_CCP [[প্রত্যাশিত\JJ মাত্রায়\N_NN ধান\N_NN]]_NP [[পৌঁছাচ্ছে\V_VM_VF না\RP_NEG]]_VGF [[।\RD_PUNC]]_BLK
HAD22	[[পাঞ্জাব\N_NNP]]_NP [[এবং\CC_CCD]]_CCP [[হরিয়ানাতে\N_NNP ধানের\N_NN সরকারি\N_NN কেনা\N_NN বেচা\N_NN সবচেয়ে\RP_INTF]]_NP [[আগে\RB]]_RBP [[হয়\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HAD23	[[কিন্তু\CC_CCS]]_CCP [[গত\JJ বর্ষার\N_NN সময়ে\N_NN দুই\QT_QTC রাজ্য\N_NN ভয়ংকর\JJ খরায়\N_NN]]_NP [[জর্জরিত\JJ]]_JJP [[হয়েছিল\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HAD24	[[এর\DM_DMD প্রভাব\N_NN ধান\N_NN কাটাইয়ের\N_NN ওপর\PSP]]_NP [[হতে\V_VAUX দেখা\V_VM_VNG যাচ্ছে\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HAD25	[[এই\DM_DMD দুই\QT_QTC বিপরীত\JJ পরিস্থিতি\N_NN]]_NP [[হওয়া\V_VAUX]]_VGF [[সত্ত্বেও\N_NN খাদ্য\N_NNP মন্ত্রালয়\N_NNP কেনা\N_NN বেচার\N_NN প্রত্য়াশা\N_NN]]_NP [[আরও\RP_INTF বাড়িয়ে\V_VM_VNF দিয়েছে\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HAD26	[[কৃষিকার্যে\N_NN লাগাতার\JJ বৃদ্ধির\N_NN জন্য\PSP সরকার\N_NN নিজেকে\PR_PRF নিজে\PR_PRF]]_NP [[বাহবা\N_NN [[দিচ্ছে\V_VM_VF]]_VGF [[‚\RD_PUNC]]_BLK [[কিন্তু\CC_CCS]]_CCP [[এর\DM_DMD বাস্তব\N_NN বেশ\RP_INTF]]_NP [[চিন্তাজনক\JJ]]_JJP [[।\RD_PUNC]]_BLK
HAD27	[[কৃষিকাজের\N_NN নামে\N_NN দেওয়া\V_VM_VNG]]_VGNN [[করের\N_NN ৯৪\QT_QTC শতাংশ\N_NN ভাগ\N_NN]]_NP [[কেবলমাত্র\RB]]_RBP [[বড়\JJ জমি\N_NN অধিকারী\N_NN কৃষকদের\N_NN]]_NP [[ভাগে\N_NN যায়\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HAD28	[[সরকারি\N_NN দাবি\N_NN থাকা\V_VM_VNG]]_VGNN [[সত্ত্বেও\N_NN]]_NP [[ছোট\JJ]]_JJP [[এবং\CC_CCD]]_CCP [[প্রান্তিক\JJ কৃষকদের\N_NN ব্যাঙ্ক\N_NN]]_NP [[ধার\N_NN দেওয়ার\V_VM_VNG জন্য\PSP]]_VGNN [[প্রস্তুত\N_NN নয়\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HAD29	[[জাতীয়\N_NNP নমুনা\N_NNP সমীক্ষা\N_NNP (\RD_SYM এনএসএস\N_NNP )\RD_SYM]]_NP [[অনুযায়ী\RB]]_RBP [[দেশে\N_NN ৮০\QT_QTC শতাংশ\N_NN]]_NP [[ছোট\JJ]]_JJP [[এবং\CC_CCD]]_CCP [[সীমান্ত\JJ]]_JJP [[কৃষক\N_NN রয়েছে\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HAD30	[[অর্থ\N_NNP মন্ত্রালয়ের\N_NNP এই\DM_DMD রেকর্ড\N_NN]]_NP [[অনুযায়ী\RB]]_RBP [[ব্যাকিং\N_NN করে\V_VM_VNF]]_VGNF [[এর\DM_DMD ভাগ\N_NN ছয়\QT_QTC শতাংশ\N_NN]]_NP [[।\RD_PUNC]]_BLK
HAD31	[[চলতি\JJ বছরগুলিতে\N_NN ব্যাঙ্কগুলির\N_NN ওপর\PSP]]_NP [[চাপ\N_NN দেওয়া\V_VM_VNG হয়েছে\V_VAUX]]_VGF [[যাতে\DM_DMD]]_CCP [[তারা\PR_PRP যতটা\DM_DMR সম্ভব\N_NN বেশি\RP_INTF পরিমাণে\N_NN]]_NP [[ছোট\JJ]]_JJP [[এবং\CC_CCD]]_CCP [[সীমান্তে\N_NN বসবাসকারী\N_NN কৃষকদের\N_NN]]_NP [[খাতা\N_NN খোলে\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HAD32	[[২০১১-১২\QT_QTC বছরে\N_NN কৃষি\N_NN ক্ষেত্রের\N_NN জন্য\PSP]]_NP [[মোট\N_NN ৬.৩৫\QT_QTC কোটি\QT_QTC খাতা\N_NN]]_NP [[খোলা\V_VM_VNG হয়েছে\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HAD33	[[এর\DM_DMD মধ্যে\PSP ৬২\QT_QTC শতাংশের\N_NN বেশি\JJ অংশ\N_NN]]_NP [[ছোট\JJ]]_JJP [[এবং\CC_CCD]]_CCP [[সীমান্তে\N_NN বসবাসকারী\N_NN কৃষকদের\N_NN জন্য\PSP]]_NP [[ছিল\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HAD34	[[ব্যাঙ্ককে\N_NN মোট\QT_QTF প্রদেয়\JJ করের\N_NN]]_NP [[১৮\QT_QTC শতাংশ\N_NN কৃষি\N_NN ক্ষেত্রে\N_NN]]_NP [[দিতে\V_VM_VINF হয়\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HAD35	[[ভারত\N_NN]]_NP [[সর্বদাই\RB]]_RBP [[এক\QT_QTC কৃষি\N_NN প্রধান\N_NN দেশ\N_NN]]_NP [[।\RD_PUNC]]_BLK
HAD36	[[আজ\RB]]_RBP [[কৃষি\N_NN বিভাগের\N_NN দরুণ\PSP বিভিন্ন\JJ জীবিকার\N_NN]]_NP [[বিকল্প\RB]]_RBP [[হয়েছে\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HAD37	[[গোটা\JJ দেশে\N_NN অনেক\QT_QTF কৃষি\N_NN বিশ্ববিদ্যালয়\N_NN]]_NP [[আছে\V_VAUX]]_VGF [[‚\RD_PUNC]]_CCP [[যেখানে\DM_DMR]]_RBP [[স্নাতক\N_NN]]_NP [[এবং\CC_CCD]]_CCP [[স্নাতকোত্তর\N_NN স্তরে\N_NN]]_NP [[কোর্সের\N_NN ব্যবস্থা\N_NN আছে\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HAD38	[[এ\DM_DMD ছাড়া\PSP গবেষণার\N_NN জন্যও\PSP ভালো\JJ সুযোগ\N_NN]]_NP [[আছে\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HAD39	[[পদার্থবিদ্যা\N_NNP]]_NP [[‚\RD_PUNC]]_CCP [[রসায়নবিদ্যা\N_NNP]]_NP [[‚\RD_PUNC]]_CCP [[গণিত\N_NNP]]_NP [[অথবা\CC_CCD]]_CCP [[জীবনবিজ্ঞান\N_NNP নিয়ে\PSP উত্তীর্ণ\JJ ছাত্রছাত্রীরা\N_NN]]_NP [[এগ্রিকালচার\N_NNP ইঞ্জিনিয়াং\N_NNP এ\DM_DMD ভর্তি\N_NN]]_NP [[হতে\V_VAUX পারে\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HAD40	[[ভৌতবিজ্ঞান\N_NNP]]_NP [[‚\RD_PUNC]]_CCP [[রসায়নবিজ্ঞান\N_NNP]]_NP [[এবং\CC_CCD]]_CCP [[জীবনবিজ্ঞান\N_NNP নিয়ে\PSP উত্তীর্ণ\JJ ছাত্ররা\N_NN]]_NP [[রেশমশিল্প\N_NN সংক্রান্ত\N_NN পাঠক্রমে\N_NN]]_NP [[ভর্তি\N_NN হতে\V_VAUX পারে\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HAD41	[[বনস্পতির\N_NN বিভিন্ন\JJ রোগের\N_NN অধ্যায়ন\N_NN]]_NP [[কৃষি\N_NNP বিজ্ঞানের\N_NNP যে\DM_DMD শাখায়\N_NN]]_NP [[করা\V_VM_VNG হয়\V_VAUX]]_VGF [[,\RD_PUNC]]_CCP [[তাকে\PR_PRL প্লান্ট\N_NNP প্যাথোলজি\N_NNP]]_NP [[বলা\V_VM_VNG হয়\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
HAD42	[[প্ল্যান্ট\N_NNP প্যাথোলজিতে\N_NNP ব্যাকটিরিয়া\N_NN]]_NP [[,\RD_PUNC]]_CCP [[ফাঙ্গাস\N_NN]]_NP [[,\RD_PUNC]]_CCP [[ভাইরাস\N_NN]]_NP [[,\RD_PUNC]]_CCP [[মাইক্রোবস\N_NN]]_NP [[ইত্যাদির\RP_RPD উপর\PSP গভীর\JJ পরীক্ষা\N_NN]]_NP [[করা\V_VM_VNG হয়\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
HAD43	[[ডেয়ারী\N_NNP টেকনোলজির\N_NNP মতো\RP_RPD আপনি\PR_PRP ডেয়ারী\N_NNP ইঞ্জিনিয়ারিং\N_NNP]]_NP [[,\RD_PUNC]]_CCP [[ডেয়ারী\N_NNP কেমিস্ট্রি\N_NNP]]_NP [[তথা\CC_CCD]]_CCP [[ডেয়ারী\N_NNP ব্যাকটিরিয়োলজিতে\N_NNP বিশেষজ্ঞতা\N_NN]]_NP [[অর্জন\N_NN করতে\V_VM_VINF পারেন\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
HAD44	[[বিশ্ব\N_NNP খাদ্য\N_NNP সংগঠনের\N_NNP বিশেষজ্ঞরা\N_NN]]_NP [[বলেছেন\V_VM_VF]]_VGF [[যে\DM_DMD পৃথিবীতে\N_NNP অনেক\QT_QTF সব্জির\N_NN ভান্ডার\N_NN]]_NP [[কমে\JJ]]_JJP [[যাচ্ছে\V_VM_VF]]_VGF [[আর\CC_CCD]]_CCP [[দাম\N_NN বেড়ে\V_VM_VNF যাচ্ছে\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
HAD45	[[ছোটো\JJ কৃষকদের\N_NN ব্যয়বহুল\JJ প্রযুক্তির\N_NN উপর\PSP]]_NP [[বেড়ে\V_VM_VNF যাওয়া\V_VM_VNG নির্ভরতা\N_NN]]_VGNN [[ওদেরকে\PR_PRL ঋণী\N_NN বানিয়ে\V_VM_VNF দিয়েছে\V_VM_VF]]_VGF [[আর\CC_CCD]]_CCP [[ওদের\PR_PRL জমিও\N_NN]]_NP [[হাতছাড়া\JJ]]_JJP [[হতে\V_VM_VNF]]_VGNF [[শুরু\N_NN করেছে\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
HAD46	[[এইভাবে\DM_DMD দেশের\N_NN যে\DM_DMD পরিবার\N_NN খাদ্য\N_NN উতপাদনের\N_NN জন্য\PSP]]_NP [[সবথেকে\RP_INTF বেশী\JJ পরিশ্রম\N_NN]]_NP [[করে\V_VM_VF]]_VGF [[,\RD_PUNC]]_CCP [[তারাই\PR_PRL স্বয়ং\PR_PRF ক্ষুধা\N_NN]]_NP [[,\RD_PUNC]]_CCP [[অপুষ্টি\N_NN]]_NP [[আর\CC_CCD]]_CCP [[আর্থিক\N_NN সংকটের\JJ দ্বারা\PSP]]_NP [[পীড়িত\JJ]]_JJP [[৷\RD_PUNC]]_BLK
HAD47	[[খাদ্যের\N_NN নিরাপত্তার\N_NN জন্য\PSP]]_NP [[সবথেকে\PSP আগে\PSP কৃষকদের\N_NN সুরক্ষার\JJ ভীত\N_NN প্রয়োজন\N_NN]]_NP [[,\RD_PUNC]]_CCP [[কেননা\N_NN আজ\PSP তো\RP_RPD কৃষকরাই\N_NN সংকটের\N_NN মধ্যে\PSP]]_NP [[আটকে\V_VM_VF রয়েছে\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
HAD48	[[ভূমিহীন\JJ দিন\N_NN মজুরদেরকেও\N_NN]]_NP [[কম\JJ]]_JJP [[করে\V_VM_VNF]]_VGNF [[দুই\QT_QTC -\RD_PUNC তিন\QT_QTC বিঘা\N_NN জমি\N_NN দিয়ে\PSP]]_NP [[ছোটো\JJ কৃষকদের\N_NN শ্রেণীতে\N_NN]]_NP [[আনা\V_VM_VNG]]_VGNN [[উচিত\RB]]_RBP [[৷\RD_PUNC]]_BLK
HAD49	[[এইভাবে\RB]]_RBP [[খাদ্য\N_NN উতপাদনও\N_NN]]_NP [[বাড়বে\V_VM_VF]]_VGF [[আর\CC_CCD]]_CCP [[গ্রাম\N_NN থেকে\PSP ক্ষুধা\N_NN]]_NP [[আর\CC_CCD]]_CCP [[অপুষ্টিও\N_NN]]_NP [[দূর\N_NN হবে\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
HAD50	[[বৈজ্ঞানিকদের\N_NN মতানুসারে\N_NN নতুন\JJ প্রযুক্তির\N_NN দ্বারা\PSP]]_NP [[কৃষকরা\N_NN অধিক\JJ উতপাদন\N_NN]]_NP [[করতে\V_VM_VINF]]_VGINF [[আর\CC_CCD]]_CCP [[তাদের\PR_PRP বহুমূল্য\JJ প্রাকৃতিক\N_NN সম্পদের\N_NN সংরক্ষণে\N_NN]]_NP [[সহায়তা\N_NN পাবে\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
HAD51	[[বিটি\N_NNP কার্পাস\N_NN প্রযুক্তি\N_NN এর\DM_DMD উদাহরণ\N_NN]]_NP [[৷\RD_PUNC]]_BLK
HAD52	[[যদিও\CC_CCS]]_CCP [[খাদ্য\N_NN বস্তুর\N_NN জন্য\PSP জিএম\N_NNP প্রযুক্তির\N_NN উপর\PSP]]_NP [[এখন\RB]]_RBP [[গভীর\JJ মতভেদ\N_NN]]_NP [[রয়েছে\V_VM_VF]]_VGF [[,\RD_PUNC]]_CCP [[যার\PR_PRL জন্য\PSP অনেক\QT_QTF আলোচনার\N_NN প্রয়োজন\N_NN]]_NP [[৷\RD_PUNC]]_BLK
HAD53	[[সাথেই\PSP এমন\DM_DMD নীতি\N_NN]]_NP [[গ্রহণ\N_NN করার\V_VM_VNG]]_VGNN [[প্রয়োজনীয়তা\JJ]]_JJP [[আছে\V_VAUX]]_VGF [[,\RD_PUNC]]_CCP [[যাতে\DM_DMD খাদ্য\N_NN সুরক্ষাকে\N_NN]]_NP [[সুদৃঢ়\JJ]]_JJP [[করা\V_VM_VNG যায়\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
HAD54	[[বংশপর্মপরায়\N_NN]]_NP [[পরিবর্তিত\JJ]]_JJP [[অর্থাত\CC_CCS]]_CCP [[জিএম\N_NNP ফসলের\N_NN বিষয়টা\N_NN]]_NP [[আবার\RB]]_RBP [[আলোচনায়\N_NN এসেছে\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
HAD55	[[মনে\N_NN করে\V_VM_VNF দেখুন\V_VM_VF]]_VGF [[যে\DM_DMD]]_CCP [[এই\DM_DMD বিষয়ে\N_NN সংসদীয়\N_NN সমিতি\N_NN]]_NP [[প্রথমেই\RB]]_RBP [[নিজেদের\PR_PRF আশঙ্কা\N_NN]]_NP [[প্রকাশ\N_NN করেছে\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
HAD56	[[খবর\N_NN আছে\V_VAUX]]_VGF [[যে\DM_DMD]]_CCP [[বিটি\N_NN বেগুনের\N_NN সাথে\PSP সম্পর্কিত\N_NN বিবাদে\N_NN জেনেটিক\N_NNP ইঞ্জিনিয়ারিং-এর\N_NNP সাথে\PSP]]_NP [[যুক্ত\JJ আকলন\N_NNP সমিতির\N_NN ভূমিকার\N_NN উপরই\PSP]]_NP [[সন্দেহ\N_NN হতে\V_VM_VINF]]_VGINF [[শুরু\N_NN করেছিল\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
HAD57	[[শেষে\JJ এই\DM_DMD সমস্ত\QT_QTF বিষয়\N_NN বাজার\N_NN]]_NP [[আর\CC_CCD]]_CCP [[রাজনীতির\N_NN অর্থশাস্ত্রের\N_NN দ্বারা\PSP]]_NP [[নির্ধারিত\JJ]]_JJP [[হয়\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
HAD58	[[এখানে\RB]]_RBP [[এটাও\DM_DMD মনে\N_NN রাখতে\V_VM_VINF হবে\V_VAUX]]_VGF [[যে\DM_DMD]]_CCP [[রাসায়নিক\JJ কণা\N_NN]]_NP [[আর\CC_CCD]]_CCP [[কীটনাশকের\N_NN বেশি\RP_INTF প্রয়োগের\N_NN ফলে\PSP]]_NP [[ক্ষেতের\N_NN মূল্য\N_NN]]_NP [[আগেই\RB]]_RBP [[অনেক\QT_QTF বেড়ে\V_VM_VNF গেছে\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
HAD59	[[এই\DM_DMD আশঙ্কা\N_NN ভিত্তিহীন\N_NN]]_NP [[নয়\V_VAUX]]_VGF [[যে\RP_RPD]]_CCP [[কৃষকেরা\N_NN নিজেদের\PR_PRF সঞ্চিত\JJ প্রাণ\N_NN]]_NP [[খুঁইয়ে\V_VM_VF আসে\V_VM_VF]]_VGF [[আর\CC_CCD]]_CCP [[অন্ততঃ\RB]]_RBP [[বীজ\N_NN কোম্পানীগুলির\N_NN স্বার্থ\N_NN]]_NP [[আর\CC_CCD]]_CCP [[লোভের\N_NN শিকার\N_NN]]_NP [[হয়ে\V_VM_VNF পড়ে\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
