ID	Value 
hhd14	[[যেসব\PR_PRL ব্যাক্টেরিয়া\N_NN নিশ্বাসকে\N_NN]]_NP [[দুর্গন্ধযু্ক্ত\JJ]]_JJP [[করে\V_VM_VF]]_VGF [[,\RD_PUNC]]_CCP [[মুখের\N_NN লালা\N_NN তা\PR_PRL]]_NP [[নষ্ট\N_NN]]_JJP [[করে\V_VM_VNF দেয়\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
hhd15	[[চিনিবিহীন\JJ চুইংগাম\N_NN]]_NP [[চিবোন\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
hhd16	[[চুইংগাম\N_NN]]_NP [[চিবোনোর\V_VM_VNG ফলে\PSP]]_VGNN [[মুখে\N_NN লালা\N_NN]]_NP [[তৈরি\N_NN হয়\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
hhd17	[[চুইংগাম\N_NN]]_NP [[দাঁত\N_NN]]_NP [[পরিষ্কার\N_NN রাখতে\V_VM_VINF]]_VGINF [[সাহায্য\N_NN করে\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
hhd18	[[চিনিযুক্ত\JJ গাম\N_NN স্বাস্থ্যের\N_NN পক্ষে\N_NN]]_NP [[ভাল\N_NN বলে\V_VM_VNF]]_VGNF [[মনে\V_VM_VNF করা\V_VM_VNG হয়\V_VAUX না\RP_NEG]]_VGF [[৷\RD_PUNC]]_BLK
hhd19	[[এই\DM_DMD জন্য\PSP ডেন্টিস্ট\N_NN]]_NP [[চিনিযুক্ত\JJ গাম\N_NN]]_NP [[খাওয়ার\V_VM_VNG]]_VGNN [[পরামর্শ\N_NN]]_NP [[দেন\V_VM_VF না\RP_NEG]]_VGF [[৷\RD_PUNC]]_BLK
hhd20	[[নিয়মিত\RB]]_RBP [[দাঁত\N_NN]]_NP [[পরীক্ষা\N_NN করান\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
hhd21	[[নিয়মিতভাবে\RB]]_RBP [[দাঁতের\N_NN ডাক্তার\N_NN দিয়ে\PSP]]_NP [[দাঁত\N_NN]]_NP [[পরীক্ষা\N_NN করান\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
hhd22	[[উনি\DM_DMD দাঁতের\N_NN]]_NP [[ছোটো\JJ -\RD_PUNC খাটো\RD_ECH সমস্যার\N_NN]]_NP [[সমাধান\N_NN করে\V_VM_VNF দেন\V_VM_VF]]_NP [[৷\RD_PUNC]]_BLK
hhd23	[[খাওয়ার\V_VM_VNG পর\PSP]]_VGNN [[মুখ\N_NN]]_NP [[পরিষ্কার\N_NN করুন\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
hhd24	[[প্রতিবার\RB]]_RBP [[খাওয়ার\V_VM_VNG পর\PSP]]_VGNN [[অবশ্যই\RB]]_RBP [[মুখ\N_NN]]_NP [[পরিষ্কার\N_NN করবেন\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
hhd25	[[এর\DM_DMD ফলে\PSP]]_NP [[বেঁচে\V_VM_VNF যাওয়া\V_VM_VNG]]_VGNN [[খাবারের\N_NN টুকরো\N_NN]]_NP [[পরিষ্কার\N_NN হয়ে\V_VM_VNF যায়\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
hhd26	[[লেবু\N_NN]]_NP [[আর\CC_CCD]]_CCP [[লবণের\N_NN মিশ্রণ\N_NN দিয়ে\PSP]]_NP [[দাঁত\N_NN]]_NP [[পরিষ্কার\N_NN করুন\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
hhd27	[[এক\QT_QTC চামচ\N_NN লবণ\N_NN নিয়ে\V_VM_VNF]]_NP [[তাতে\PR_PRL]]_CCP [[তিন\QT_QTC থেকে\PSP চার\QT_QTC ফোঁটা\N_NN লেবুর\N_NN রস\N_NN]]_NP [[দিন\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
hhd28	[[প্রতি\JJ সপ্তাহে\N_NN]]_NP [[এই\DM_DMD মিশ্রণ\N_NN দিয়ে\PSP]]_NP [[দাঁত\N_NN]]_NP [[পরিষ্কার\N_NN করুন\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
hhd29	[[এর\DM_DMD ফলে\PSP]]_NP [[শুধুমাত্র\RB]]_RBP [[দাঁত\N_NN]]_NP [[ঝকঝকে\JJ]]_JJP [[হয়\V_VAUX]]_VGF [[তা\PR_PRL]]_CCP [[নয়\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
hhd30	[[বরং\CC_CCS]]_CCP [[নিশ্বাসের\N_NN দুর্গন্ধ\N_NN থেকেও\PSP]]_NP [[রক্ষা\N_NN পাওয়া\V_VM_VNG যায়\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
hhd31	[[স্বাস্থ্য\N_NN]]_NP [[থাকলে\V_VM_VNF]]_VGNF [[সব\QT_QTF থাকে\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
hhd32	[[আজকালকার\RB]]_RBP [[ব্যস্ত\JJ জীবনে\N_NN]]_NP [[নিজেকে\PR_PRF]]_NP [[সুস্থ\JJ রাখা\V_VM_VNG]]_VGNN [[কোনও\DM_DMQ পরীক্ষার\N_NN থেকে\PSP]]_NP [[কম\RB]]_JJP [[নয়\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
hhd33	[[কিন্তু\CC_CCS]]_CCP [[খাওয়া\V_VM_VNG -\RD_PUNC দাওয়ার\RD_ECH প্রতি\PSP]]_VGNN [[নজর\N_NN দিয়ে\V_VM_VNF]]_NP [[ও\CC_CCD]]_CCP [[জীবনযাপনে\N_NN]]_NP [[অল্প\QT_QTF পরিবর্তন\N_NN]]_NP [[এনে\V_VM_VNF]]_VGNF [[আপনি\PR_PRP নিজেকে\PR_PRF]]_NP [[সুস্থ\JJ]]_JJP [[রাখতে\V_VM_VINF পারবেন\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
hhd34	[[চর্বিজাতীয়\JJ খাবার\N_NN]]_NP [[কম\QT_QTF]]_JJP [[খান\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
hhd35	[[কেবলমাত্র\RB]]_RBP [[সেই\DM_DMD সব\QT_QTF খাবারই\N_NN]]_NP [[খান\V_VM_VF]]_VGF [[যাতে\DM_DMR]]_CCP [[কম\QT_QTF চর্বি\N_NN]]_NP [[ও\CC_CCD]]_CCP [[বেশি\QT_QTF ফাইবার\N_NN]]_NP [[আছে\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
hhd36	[[ফল\N_NN]]_NP [[আর\CC_CCD]]_CCP [[সবজিতে\N_NN]]_NP [[এমনই\DM_DMD অনুপাত\N_NN]]_NP [[থাকে\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
hhd37	[[কম\QT_QTF চর্বি\N_NN]]_NP [[আর\CC_CCD]]_CCP [[ফাইবারযুক্ত\JJ খাবার\N_NN]]_NP [[খাওয়ার\V_VM_VNG ফলে\PSP]]_VGNN [[ওজন\N_NN]]_NP [[নিয়ণ্ত্রণ\N_NN করতে\V_VM_VINF]]_VGINF [[সুবিধা\N_NN হয়\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
hhd38	[[কম\QT_QTF চর্বি\N_NN]]_NP [[আর\CC_CCD]]_CCP [[ফাইবারযুক্ত\JJ খাবার\N_NN]]_NP [[খাওয়ার\V_VM_VNG ফলে\PSP]]_NP [[আপনি\PR_PRP অনেক\QT_QTF অসুখ\N_NN থেকেও\PSP]]_NP [[দূরে\N_NN থাকতে\V_VM_VINF পারবেন\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
hhd39	[[লবণ\N_NN]]_NP [[আর\CC_CCD]]_CCP [[জল\N_NN কম\QT_QTF পরিমাণে\N_NN]]_NP [[খাবেন\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
hhd40	[[রক্তচাপ\N_NN]]_NP [[আর\CC_CCD]]_CCP [[কোলেস্টেরল\N_NN]]_NP [[নিয়ণ্ত্রণ\N_NN করার\V_VM_VNG জন্য\PSP]]_VGNN [[লবণ\N_NN]]_NP [[আর\CC_CCD]]_CCP [[মদের\N_NN সেবন\N_NN]]_NP [[যতটা\QT_QTF পারেন\V_VM_VF]]_VGF [[কম\RB]]_JJP [[করুন\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
hhd41	[[ধূমপান\N_NN]]_NP [[বন্ধ\N_NN করুন\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
hhd42	[[ধূমপানের\N_NN ফলে\PSP]]_NP [[ক্যানসার\N_NN সমেত\PSP অনেক\QT_QTF অসুখ\N_NN]]_NP [[হওয়ার\V_VM_VNG]]_VGNN [[বিপদ\N_NN থাকে\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
hhd43	[[এটা\DM_DMD ছাড়ার\V_VM_VNG]]_VGNN [[সম্পূর্ণ\JJ চেষ্টা\N_NN]]_NP [[করুন\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
hhd44	[[রোজ\RB]]_RBP [[ব্যায়াম\N_NN]]_NP [[করুন\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
hhd45	[[আপনার\PR_PRP রোজকারের\N_NN চর্চায়\N_NN]]_NP [[অবশ্যই\RB]]_RBP [[ব্যায়ামকে\N_NN]]_NP [[রাখুন\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
hhd46	[[নিয়মিত\RB]]_RBP [[ব্যায়ামের\N_NN ফলে\PSP]]_NP [[আপনি\PR_PRP হৃদরোগ\N_NN]]_NP [[,\RD_PUNC]]_CCP [[কোলন\N_NN ক্যানসার\N_NN]]_NP [[,\RD_PUNC]]_CCP [[রক্তচাপ\N_NN]]_NP [[এবং\CC_CCD]]_CCP [[মধুমেহ\N_NN জাতীয়\N_NN রোগ\N_NN থেকে\PSP]]_NP [[নিজেকে\PR_PRF]]_NP [[বাঁচাতে\V_VM_VINF পারবেন\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
hhd47	[[হাল্কা\JJ শারীরিক\N_NN ব্যায়াম\N_NN]]_NP [[করুন\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
hhd48	[[সিড়িঁ\N_NN]]_NP [[চড়া\V_VM_VNG]]_VGNN [[,\RD_PUNC]]_CCP [[বাগানের\N_NN কাজ\N_NN]]_NP [[,\RD_PUNC]]_CCP [[ঘরের\N_NN ছোটো\JJ -\RD_PUNC খাটো\RD_ECH কাজ\N_NN]]_NP [[বা\CC_CCD]]_CCP [[নাচ\N_NN]]_NP [[করার\V_VM_VNG মতো\RP_RPD]]_VGNN [[হাল্কা\JJ কোনও\DM_DMQ শারীরিক\JJ চর্চা\N_NN]]_NP [[অবশ্যই\RB]]_RBP [[করবেন\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
hhd49	[[এর\DM_DMD ফলে\PSP]]_NP [[শরীরের\N_NN নমনীয়তা\N_NN]]_NP [[বজায়\N_NN]]_JJP [[থাকে\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
hhd50	[[যদি\CC_CCS]]_CCP [[ক্রমাগত\RB]]_RBP [[জ্বর\N_NN]]_NP [[আসতে\V_VM_VINF থাকে\V_VM_VF]]_VGF [[তাহলে\CC_CCS]]_CCP [[অবশ্যই\RB]]_RBP [[ডাক্তার\N_NN]]_NP [[দেখান\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
hhd51	[[ম্যালেরিয়া\N_NN]]_NP [[,\RD_PUNC]]_CCP [[কালাজ্বর\N_NN]]_NP [[,\RD_PUNC]]_CCP [[যক্ষা\N_NN জ্বর\N_NN থেকেই\RD_PUNC]]_NP [[শুরু\N_NN হয়\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
hhd52	[[গরমের\N_NN মরসুম\N_NN]]_NP [[শুরু\N_NN হয়ে\V_VM_VNF গেছে\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
hhd53	[[বাসি\JJ খাবার\N_NN]]_NP [[বা\CC_CCD]]_CCP [[রাস্তার\N_NN ধারে\N_NN]]_NP [[বিক্রি\N_NN হয়\V_VAUX]]_VGF [[এমন\DM_DMR খাবার\N_NN]]_NP [[খাবেন\V_VM_VF না\RP_NEG]]_VGF [[৷\RD_PUNC]]_BLK
hhd54	[[বাচ্চাদের\N_NN ফাস্টফুড\N_NN]]_NP [[,\RD_PUNC]]_CCP [[কুড়কুড়ে\N_NN]]_NP [[,\RD_PUNC]]_CCP [[আইসক্রিম\N_NN]]_NP [[খাওয়াবেন\V_VM_VF না\RP_NEG]]_VGF [[৷\RD_PUNC]]_BLK
hhd55	[[ডায়েরিয়া\N_NN]]_NP [[হলে\V_VM_VNF]]_VGNF [[অবশ্যই\RB]]_RBP [[লবণ\N_NN]]_NP [[আর\CC_CCD]]_CCP [[চিনির\N_NN ঘোল\N_NN]]_NP [[বা\CC_CCD]]_CCP [[ও.আর.এস\N_NN]]_NP [[খাওয়াবেন\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
hhd56	[[প্রচুর\QT_QTF পরিমাণে\N_NN]]_NP [[পরিষ্কার\JJ জল\N_NN]]_NP [[খান\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
hhd57	[[ক্রমাগত\RB]]_RBP [[জ্বরে\N_NN]]_NP [[ভুগছেন\V_VM_VF]]_VGF [[?\RD_PUNC]]_BLK
hhd58	[[কালাজ্বর\N_NN]]_NP [[,\RD_PUNC]]_CCP [[ম্যালেরিয়া\N_NN]]_NP [[বা\CC_CCD]]_CCP [[হাই\JJ ফিভার\N_NN]]_NP [[হতে\V_VM_VNF পারে\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
hhd59	[[আপনার\PR_PRP বাচ্চা\N_NN]]_NP [[ডায়েরিয়া\N_NN]]_NP [[আর\CC_CCD]]_CCP [[জ্বর\N_NN]]_NP [[দুটোতেই\QT_QTC ভুগছে\V_VM_VF]]_VGF [[?\RD_PUNC]]_BLK
hhd60	[[প্রথমে\QT_QTO]]_RBP [[ও.আর.এসের\N_NN জল\N_NN]]_NP [[খাওয়ান\V_VM_VF]]_VGF [[,\RD_PUNC]]_BLK [[এরপর\RB শীঘ্রই\RB]]_RBP [[বাচ্চাকে\N_NN কোনও\DM_DMQ শিশুরোগ\N_NN বিশেষজ্ঞকে\N_NN]]_NP [[দেখান\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
hhd61	[[দেড়\QT_QTC থেকে\PSP তিন\QT_QTC বছরের\N_NN মধ্যে\PSP]]_NP [[প্রতি\JJ দুই\QT_QTC -\RD_PUNC তিন\QT_QTC মাস\N_NN পর্যন্ত\PSP]]_NP [[জ্বর\N_NN]]_NP [[হয়\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
hhd62	[[শুধু\RP_INTF]]_RBP [[তাই\RP_RPD নয়\V_VAUX]]_VGF [[জিভেও\N_NN সাদা\JJ পরত\N_NN]]_NP [[পড়ে\V_VM_VNF যায়\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
hhd63	[[প্রচুর\QT_QTF পরিমাণে\N_NN জল\N_NN]]_NP [[পান\N_NN করুন\V_VM_VF]]_VGF [[আর\CC_CCD]]_CCP [[মূত্রের\N_NN রঙ\N_NN পরীক্ষা\N_NN]]_NP [[করুন\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
hhd64	[[কালাজ্বরের\N_NN]]_NP [[প্রাথমিক\JJ লক্ষণ\N_NN কি\PR_PRQ]]_NP [[?\RD_PUNC]]_BLK
hhd65	[[কিছু\QT_QTF দিন\N_NN ধরে\PSP]]_NP [[হাল্কা\JJ জ্বর\N_NN]]_NP [[থাকে\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
hhd66	[[জ্বরের\N_NN]]_NP [[পরীক্ষা\N_NN করান\V_VM_VF]]_VGF [[আর\CC_CCD]]_CCP [[অন্যান্য\JJ জরুরি\JJ পরীক্ষার\N_NN পরেই\PSP]]_NP [[কালাজ্বর\N_NN]]_NP [[প্রমাণিত\N_NN]]_JJP [[হতে\V_VM_VNF পারে\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
hhd67	[[মেটাসিন\N_NN বড়ি\N_NN]]_NP [[নেওয়ার\V_VM_VNG ফলে\PSP]]_VGNN [[জ্বর\N_NN]]_NP [[নেমে\V_VM_VNF যায়\V_VM_VF]]_VGF [[ও\CC_CCD]]_CCP [[পরে\RB]]_RBP [[১০৩\QT_QTC ডিগ্রি\N_NN পর্যন্ত\PSP]]_NP [[জ্বর\N_NN]]_NP [[বেড়ে\V_VM_VNF যায়\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
hhd68	[[এক্স-রে\N_NN]]_NP [[,\RD_PUNC]]_CCP [[টি-সি\N_NN]]_NP [[,\RD_PUNC]]_CCP [[ডি-সি\N_NN]]_NP [[স্বাভাবিক\JJ]]_JJP [[আছে\V_VAUX]]_VGF [[?\RD_PUNC]]_BLK
hhd69	[[চার\QT_QTC ঘন্টা\N_NN অন্তর\PSP]]_NP [[জ্বর\N_NN]]_NP [[মাপুন\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
hhd70	[[যদি\CC_CCS]]_CCP [[১০০র\QT_QTC বেশি\QT_QTF জ্বর\N_NN]]_NP [[হয়\V_VAUX]]_VGF [[তাহলে\CC_CCS]]_CCP [[প্যারাসিটামল\N_NN বড়ি\N_NN]]_NP [[খান\V_VM_VF]]_VGF [[আর\CC_CCD]]_CCP [[কোনও\DM_DMQ ওষুধ\N_NN বিশেষজ্ঞের\N_NN]]_NP [[পরামর্শ\N_NN নিন\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
hhd71	[[এইচ.আই.ভি\N_NN কি\PR_PRQ]]_NP [[?\RD_PUNC]]_BLK
hhd72	[[এটা\DM_DMD]]_NP [[কি\PR_PRQ ভাবে\RB]]_RBP [[হয়\V_VAUX]]_VGF [[?\RD_PUNC]]_BLK
hhd73	[[এর\DM_DMD থেকে\PSP]]_NP [[বাঁচার\V_VM_VNG উপায়\N_NN]]_VGNN [[বলুন\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
hhd74	[[এটা\DM_DMD এক\QT_QTC ধরণের\N_NN]]_NP [[ভাইরাস\N_NN]]_NP [[৷\RD_PUNC]]_BLK
hhd75	[[এটা\DM_DMD]]_NP [[প্রধাণত\RB]]_RBP [[অসুরক্ষিত\JJ যৌন\N_NN সম্বন্ধ\N_NN]]_NP [[,\RD_PUNC]]_CCP [[সংক্রমিত\JJ সূঁচ\N_NN]]_NP [[,\RD_PUNC]]_CCP [[সংক্রমিত\JJ রক্ত\N_NN]]_NP [[বা\CC_CCD]]_CCP [[মা\N_NN থেকে\PSP বাচ্চাদের\N_NN মধ্যে\PSP]]_NP [[হয়\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
hhd76	[[এর\DM_DMD ফলে\PSP]]_NP [[শরীরের\N_NN রোগ\N_NN প্রতিরোধ\N_NN করার\V_VM_VNG ক্ষমতা\N_NN]]_NP [[হ্রাস\N_NN]]_JJP [[পায়\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
hhd77	[[বোন\N_NN টি.বি-র\N_NN]]_NP [[লক্ষণ\N_NN কি\PR_PRQ]]_NP [[আর\CC_CCD]]_CCP [[এর\DM_DMD চিকিত্সা\N_NN কি\PR_PRQ]]_NP [[?\RD_PUNC]]_BLK
hhd78	[[হাড়ে\N_NN ব্যাথা\N_NN]]_NP [[,\RD_PUNC]]_CCP [[ক্রমাগত\JJ জ্বর\N_NN]]_NP [[,\RD_PUNC]]_BLK [[যতই\RP_INTF কম\QT_QTF জ্বর\N_NN]]_NP [[হোক\V_VAUX না\RP_NEG কেন\PR_PRQ]]_VGF [[সন্ধ্যে\N_NN]]_NP [[হলে\V_VM_VNF]]_VGNF [[তা\PR_PRL]]_CCP [[বেড়ে\V_VM_VNF যায়\V_VM_VF]]_VGF [[,\RD_PUNC]]_CCP [[ব্যাথার\N_NN]]_NP [[সাথে\PSP সাথে\PSP]]_RBP [[যদি\CC_CCS]]_CCP [[হাড়ে\N_NN বিকৃতি\N_NN]]_NP [[দেখা\V_VM_VNG যায়\V_VM_VF]]_VGF [[তাহলে\CC_CCS]]_CCP [[এটা\DM_DMR বোন\N_NN টি.বির\N_NN লক্ষণ\N_NN]]_NP [[৷\RD_PUNC]]_BLK
hhd79	[[এর\DM_DMD ফলে\PSP হাড়\N_NN]]_NP [[কমজোর\JJ]]_JJP [[হয়ে\V_VM_VNF যায়\V_VM_VF]]_VGF [[ও\CC_CCD]]_CCP [[তা\PR_PRL গলে\V_VM_VNF যেতে\V_VM_VINF থাকে\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
hhd80	[[এই\DM_DMD পরিস্থিতিতে\N_NN প্যারাসিসের\N_NN আক্রমণও\N_NN]]_NP [[হতে\V_VM_VNF পারে\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
hhd81	[[এটা\DM_DMD পরীক্ষা\N_NN করার\V_VM_VNG জন্য\PSP]]_NP [[ডিজিট্যাল\N_NN এক্সরে\N_NN]]_NP [[,\RD_PUNC]]_CCP [[এম.আর.আই\N_NN]]_NP [[করান\V_VM_VF]]_VGF [[,\RD_PUNC]]_CCP [[এক\QT_QTC বছর\N_NN পর্যন্ত\PSP]]_NP [[টিবির\N_NN ওষুধ\N_NN]]_NP [[খান\V_VM_VF]]_VGF [[ও\CC_CCD]]_CCP [[এক\QT_QTC জন\RP_CL বিশেষজ্ঞ\N_NN চিকিত্সকের\N_NN]]_NP [[পরামর্শ\N_NN নিন\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
hhd82	[[রাতে\N_NN শোয়ার\V_VM_VNG সময়\N_NN]]_NP [[অবশ্যই\RB]]_RBP [[শরীরে\N_NN একটা\QT_QTC চাদর\N_NN]]_NP [[রাখুন\V_VM_VF]]_VGF [[ও\CC_CCD]]_CCP [[পাখা\N_NN]]_NP [[কম\RB করে\V_VM_VNF]]_VGNF [[চালান\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
hhd83	[[এতে\DM_DMD]]_NP [[যদি\CC_CCS]]_CCP [[আপনি\PR_PRP সুস্থ\N_NN বোধ\N_NN]]_NP [[না\RP_NEG করেন\V_VM_VF]]_VGF [[তাহলে\CC_CCS]]_CCP [[দশ\QT_QTC দিন\N_NN পর্যন্ত\PSP]]_NP [[একটা\QT_QTC অ্যান্টিঅ্যালার্জিক\N_NN ট্যাবলেট\N_NN]]_NP [[খান\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
hhd84	[[বাচ্চাদের\N_NN ঘামাচি\N_NN]]_NP [[হচ্ছে\V_VM_VF]]_VGF [[,\RD_PUNC]]_CCP [[কি\PR_PRQ করবেন\V_VM_VF]]_VGF [[?\RD_PUNC]]_BLK
hhd85	[[ডায়েরিয়ার\N_NN]]_NP [[ঘরোয়া\JJ প্রতিষেধক\N_NN কি\PR_PRQ]]_NP [[?\RD_PUNC]]_BLK
