ID	Value
htd10011	[[চিল্কা\N-NNP লেকের\N-NNP দৈর্ঘ্য\N_NN]]_NP [[হল\V_VAUX]]_VGF [[৬৪\QT_QTC কিলোমিটার\N_NN]]_NP [[ও\CC_CCD]]_CCP [[প্রস্থ\N_NN হল\V_VAUX]]_VGF [[১৬\QT_QTC থেকে\PSP ২০\QT_QTC কিলোমিটার\N_NN]]_NP [[৷\RD_PUNC]]_BLK
htd10012	[[চিল্কা\N-NNP লেকে\N-NNP]]_NP [[সুন্দর\JJ]]_JJP [[`\RD_PUNC]]_BLK [[হরিকুন্ড\N-NNP]]_NP [[`\RD_PUNC]]_BLK [[ও\CC_CCD]]_CCP [[`\RD_PUNC]]_BLK [[মুলড\N-NNP]]_NP [[`\RD_PUNC]]_BLK [[দ্বীপও\N_NN আছে\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
htd10013	[[ঐতিহাসিক\JJ]]_JJP [[ও\CC_CCD]]_CCP [[আধ্যাত্মিক\JJ দিক\N_NN থেকে\PSP ভুবনেশ্বর\N-NNP একটি\QT_QTC বিখ্যাত\JJ পর্যটনস্থান\N_NN]]_NP [[হওয়ার\V_VM_VNG সাথে\PSP সাথে\PSP]]_VGNN [[উড়িষ্যা\N_NN রাজ্যের\N_NN রাজধাণীও\N_NN]]_NP [[বটে\RP_RPD]]_FRAGP [[৷\RD_PUNC]]_BLK
htd10014	[[ভুবনেশ্বর\N-NNP শহরকে\N_NN `\RD_PUNC মন্দিরের\N_NN নগর\N_NN `\RD_PUNC]]_NP [[বলে\V_VM_VNF জানা\V_VM_VNG যায়\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
htd10015	[[বলা\V_VM_VNG হয়\V_VAUX]]_VGF [[যে\RP_RPD ভুবনেশ্বর\N-NNP এককালে\RB ১০০০টি\QT_QTC মন্দির\N_NN]]_NP [[ছিল\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
htd10016	[[বর্তমানে\RB]]_RBP [[ভুবনেশ্বরের\N-NNP মন্দিরের\N_NN মধ্যে\PSP ১১\QT_QTC শতাব্দীর\N_NN লিঙ্গরাজের\N-NNP]]_NP [[মন্দির\N_NN হল\V_VAUX]]_VGF [[সারা\JJ ভারতে\N-NNP]]_NP [[বিখ্যাত\JJ]]_JJP [[৷\RD_PUNC]]_BLK
htd10017	[[লিঙ্গরাজ\N-NNP মন্দিরে\N_NN উড়িষ্যার\N-NNP স্থাপত্যকলার\N_NN বৈভবশালী\JJ নমুনা\N_NN]]_NP [[দেখতে\V_VM_VINF পাওয়া\V_VM_VNG যায়\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
htd10018	[[বাস্তবে\RB]]_RBP [[উড়িষ্যার\N-NNP অপ্রতিম\JJ সৌন্দর্য\N_NN এখানকার\N_NST প্রথাগত\JJ ধারার\N_NN মধ্যে\PSP]]_NP [[নেই\V_VAUX]]_VGF [[,\RD_PUNC]]_BLK [[কিন্তু\CC_CCS]]_CCP [[এখানকার\N_NST প্রাকৃতিক\JJ দৃশ্যাবলীর\N_NN মধ্যেই\PSP তা\PR_PRL গোপন\N_NN]]_NP [[আছে\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
htd10019	[[বিশ্ববিখ্যাত\JJ লিঙ্গরাজ\N-NNP মন্দির\N_NN ভুবনেশ্বর\N-NNP মন্দির\N-NNP নামেও\N_NN]]_NP [[পরিচিত\JJ]]_JJP [[৷\RD_PUNC]]_BLK
htd10020	[[লিঙ্গরাজ\N-NNP মন্দিরের\N_NN বাইরের\N_NST দেওয়ালের\N_NN ওপর\PSP শিল্পকলার\N_NN অদ্ভূত\JJ নমুনা\N_NN]]_NP [[হল\V_VAUX]]_VGF [[দেখার\V_VM_VNG]]_VGNN [[মতো\RP_RPD]]_FRAGP [[৷\RD_PUNC]]_BLK
htd10021	[[লিঙ্গরাজ\N_NN মন্দিরের\N_NN ভেতরে\PSP বিশাল\JJ গ্রেনাইট\N_NN পাথরের\N_NN শিবলিঙ্গ\N-NNP]]_NP [[আছে\V_VAUX]]_VGF [[যার\PR_PRL অর্ধভাগে\N_NN বিষ্ণুর\N-NNP মূর্তি\N_NN]]_NP [[আছে\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
htd10022	[[মুক্তেশ্বর\N-NNP মন্দির\N_NN]]_NP [[হল\V_VAUX]]_VGF [[বাস্তুকলার\N_NN উত্কৃষ্ট\JJ উদাহরণ\N_NN]]_NP [[৷\RD_PUNC]]_BLK
htd10023	[[মুক্তেশ্বর\N-NNP মন্দিরে\N_NN উড়ন্ত\JJ গন্ধর্ব\N-NNP বিমান\N_NN]]_NP [[,\RD_PUNC]]_BLK [[হাতি\N_NN]]_NP [[ও\CC_CCD]]_CCP [[সিংহের\N_NN যুদ্ধ\N_NN]]_NP [[,\RD_PUNC]]_BLK [[লম্ফঝম্প\N_NN করা\V_VM_VNG]]_VGNN [[সিংহ\N_NN]]_NP [[,\RD_PUNC]]_CCP [[পলায়নরত\JJ হরিণের\N_NN মূর্তি\N_NN]]_NP [[দেখে\V_VM_VNF]]_VGNF [[জীবন্ত\JJ]]_JJP [[মনে\V_VM_VNF হয়\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
htd10024	[[ব্রক্ষেশ্বর\N-NNP মন্দির\N_NN `\RD_PUNC ব্রক্ষকুন্ডর\N-NNP `\RD_PUNC কাছেই\N_NN]]_NP [[অবস্থিত\JJ]]_JJP [[রয়েছে\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
htd10025	[[ব্রক্ষেশ্বর\N-NNP মন্দিরে\N_NN ভগবান\N-NNP শিবের\N-NNP]]_NP [[কারুকার্য\N_NN করা\V_VM_VNG]]_VGNN [[মূর্তি\N_NN]]_NP [[হল\V_VAUX]]_VGF [[দেখার\N_NN মতো\RP_RPD]]_VGNN [[৷\RD_PUNC]]_BLK
htd10026	[[রামেশ্বর\N-NNP মন্দিরকে\N_NN গুড়িয়া\N-NNP মন্দিরও\N_NN]]_NP [[বলা\V_VM_VNG হয়\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
htd10027	[[রামেশ্বর\N-NNP মন্দিরে\N_NN শিবলিঙ্গ\N_NN]]_NP [[আছে\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
htd10028	[[চৈত্র\N-NNP শুক্ল\N-NNP অষ্টমীতে\N-NNP লিঙ্গরাজ\N-NNP দেবতার\N_NN যাত্রারথ\N_NN এই\DM_DMD রামেশ্বর\N-NNP মন্দির\N_NN পর্যন্তই\PSP]]_NP [[আসে\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
htd10029	[[পরশুরাম\N-NNP মন্দির\N_NN লিঙ্গরাজ\N-NNP মন্দির\N_NN থেকে\PSP ১\QT_QTC কিলোমিটার\N_NN দূরে\N_NN]]_NP [[অবস্থিত\JJ]]_JJP [[রয়েছে\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
htd10030	[[ভুবনেশ্বরের\N-NNP প্রাচীন\JJ পরশুরাম\N-NNP মন্দিরের\N_NN শিল্পকলা\N_NN]]_NP [[হল\V_VAUX]]_VGF [[দেখার\V_VM_VNG মতো\RP_RPD]]_VGNN [[৷\RD_PUNC]]_BLK
htd10031	[[ভুবনেশ্বর\N-NNP থেকে\PSP ১২\QT_QTC কিলোমিটার\N_NN দূরে\N_NN অবস্থিত\N_NN বিশাল\JJ নন্দনকানন\N-NNP পার্ক\N-NNP]]_NP [[হল\V_VAUX]]_VGF [[পশু\N_NN পাখিদের\N_NN অভয়ারণ্য\N_NN]]_NP [[৷\RD_PUNC]]_BLK
htd10032	[[নন্দনকানন\N-NNP পার্কে\N_NN একটি\QT_QTC সুন্দর\JJ ঝিল\N_NN]]_NP [[আছে\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
htd10033	[[এই\DM_DMD ঝিল\N_NN পর্যটকদের\N_NN দূর\N_NN থেকে\PSP]]_NP [[আকর্ষিত\JJ]]_JJP [[করে\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
htd10034	[[ভুবনেশ্বর\N-NNP থেকে\PSP ৮\QT_QTC কিলোমিটার\N_NN দূরে\N_NN ধৌলি\N-NNP পাহাড়ের\N_NN ওপর\PSP অবস্থিত\N_NN শান্তি\N_NN স্তুপের\N_NN চার\QT_QTC দিকে\N_NN মহাত্মা\N-NNP বুদ্ধের\N-NNP মূর্তি\N_NN]]_NP [[হল\V_VAUX]]_VGF [[দেখার\V_VM_VNG মতো\RP_RPD]]_VGNN [[৷\RD_PUNC]]_BLK
htd10035	[[শান্তি\N-NNP স্তূপ\N-NNP হল\V_VAUX]]_VGF [[বৌদ্ধ\N-NNP প্রথার\N_NN আধুণিক\JJ শিল্পকলার\N_NN উত্কৃষ্ট\JJ উদাহরণ\N_NN]]_NP [[৷\RD_PUNC]]_BLK
htd10036	[[ধৌলি\N-NNP পাহাড়ের\N_NN কাছেই\PSP সেই\DM_DMR মাঠ\N_NN]]_NP [[আছে\V_VAUX]]_VGF [[যেখানে\N_NST]]_RBP [[সম্রাট\N_NN অশোক\N-NNP কলিঙ্গ\N-NNP রাজকে\N-NNP যুদ্ধে\N_NN]]_NP [[পরাজিত\JJ]]_JJP [[করেছিলেন\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
htd10037	[[পুরীর\N-NNP দক্ষিণ\N-NNP -\RD_PUNC পশ্চিমে\N-NNP স্থিত\N_NN চিল্কা\N-NNP ঝিলে\N_NN ১৬০\QT_QTC ধরণের\N_NN মাছ\N_NN]]_NP [[পাওয়া\V_VM_VNG যায়\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
htd10038	[[১১০০\QT_QTC বর্গ\N_NN কিলোমিটারে\N_NN বিস্তৃত\N_NN চিল্কা\N-NNP ঝিলে\N-NNP নৌকা\N_NN বিহারের\N_NN নিজস্ব\PR_PRF আনন্দ\N_NN]]_NP [[আছে\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
htd10039	[[নতুন\JJ]]_JJP [[আর\CC_CCD]]_CCP [[পুরানো\JJ ভুবনেশ্বর\N-NNP শহরের\N_NN মাঝে\PSP]]_NP [[অবস্থিত\JJ]]_JJP [[`\RD_PUNC]]_BLK [[রাজ্য\N_NN সংগ্রহালয়ে\N_NN]]_NP [[`\RD_PUNC]]_BLK [[আপনি\PR_PRP মধ্যযুগের\N_NN তাম্রপত্র\N_NN]]_NP [[,\RD_PUNC]]_BLK [[পান্ডুলিপি\N_NN]]_NP [[,\RD_PUNC]]_BLK [[কারুকার্য\N_NN]]_NP [[আর\CC_CCD]]_CCP [[শিলালিপিতে\N_NN অনেক\QT_QTF কাছ\PSP থেকে\PSP]]_NP [[দেখতে\V_VM_VINF পাবেন\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
htd10040	[[এখানে\N_NST পাথর\N_NN শিল্পের\N_NN মূর্তি\N_NN]]_NP [[,\RD_PUNC]]_BLK [[পয়সা\N_NN]]_NP [[ও\CC_CCD]]_CCP [[অন্য\JJ হস্তশিল্পের\N_NN বস্তুও\N_NN]]_NP [[হল\V_VAUX]]_VGF [[দেখার\V_VM_VNG মতো\RP_RPD]]_VGNN [[৷\RD_PUNC]]_BLK
htd10041	[[বলা\V_VM_VNG হয়\V_VAUX]]_VGF [[যে\RP_RPD]]_CCP [[কোনও\DM_DMQ কালে\N_NN শিশুপালগড়\N-NNP]]_NP [[ছিল\V_VAUX]]_VGF [[উড়িষ্যার\N-NNP রাজধাণী\N_NN]]_NP [[৷\RD_PUNC]]_BLK
htd10042	[[আপনি\PR_PRP শিশুপালগড়ে\N-NNP প্রাচীন\JJ যুগের\N_NN]]_NP [[অনেক\QT_QTF অবশিষ্ট\JJ]]_JJP [[দেখতে\V_VM_VINF পাবেন\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
htd10043	[[ভুবনেশ্বর\N-NNP থেকে\PSP ৮\QT_QTC কিলোমিটার\N_NN দূরে\N_NN খন্ডগিরি\N-NNP]]_NP [[ও\CC_CCD]]_CCP [[উদয়গিরি\N-NNP নামে\N_NN দুটো\QT_QTC গুহা\N_NN]]_NP [[আছে\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
htd10044	[[এই\DM_DMD গুহার\N_NN নিজস্ব\PR_PRF ঐতিহাসিক\JJ গুরুত্ব\N_NN]]_NP [[আছে\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
htd10045	[[একটি\QT_QTC পাহাড়ের\N_NN ওপর\PSP অবস্থিত\JJ এই\DM_DMD দুটি\QT_QTC গুহা\N_NN]]_NP [[হল\V_VAUX]]_VGF [[২০০০\QT_QTC বছর\N_NN]]_NP [[পুরানো\JJ]]_JJP [[৷\RD_PUNC]]_BLK
htd10046	[[এখানে\N_NST একটিই\QT_QTC পাথর\N_NN]]_NP [[খোদাই\N_NN করে\V_VM_VNF]]_VGNF [[শিল্পী\N_NN ২৪টি\QT_QTC তীর্থঙ্করের\N_NN মূর্তি\N_NN]]_NP [[বানিয়েছেন\V_VM_VF]]_VGF [[যা\PR_PRL হল\V_VAUX]]_VGF [[বিশেষ\RP_INTF দর্শনীয়\JJ]]_JJP [[৷\RD_PUNC]]_BLK
htd10047	[[ভুবনেশ্বর\N-NNP]]_NP [[যাওয়ার\V_VM_VNG জন্য\PSP]]_JJP [[দিল্লী\N-NNP]]_NP [[,\RD_PUNC]]_CCP [[কোলকাতা\N-NNP]]_NP [[,\RD_PUNC]]_BLK [[মুম্বই\N-NNP]]_NP [[,\RD_PUNC]]_BLK [[চেন্নাই\N-NNP ইত্যাদি\N_NN শহর\N_NN থেকে\PSP]]_NP [[নিয়মিত\RB]]_RBP [[বায়ু\N_NN পরিষেবা\N_NN]]_NP [[পাওয়া\V_VM_VNG যায়\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
htd10048	[[দেশের\N_NN অনেক\QT_QTF বড়\JJ শহরের\N_NN সাথে\PSP ভুবনেশ্বর\N-NNP রেলপথে\N_NN]]_NP [[যুক্ত\JJ]]_JJP [[আছে\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
htd10049	[[ভুবনেশ্বরে\N-NNP মা\N-NNP পার্বতীর\N-NNP পিপাসা\N_NN নিবারণের\N_NN জন্য\PSP]]_NP [[নির্মাণ\N_NN করা\V_VM_VNG]]_VGNN [[সরোবরে\N_NN সকল\QT_QTF জলস্রোত\N_NN নিজের\PR_PRF জলের\N_NN ফোঁটা\N_NN]]_NP [[দিয়েছে\V_VM_VF]]_VGF [[,\RD_PUNC]]_BLK [[তাইই\CC_CCS তো\RP_RPD]]_CCP [[এই\DM_DMD সরোবরের\N_NN নাম\N_NN বিন্দু\N-NNP সরোবর\N-NNP]]_NP [[রাখা\V_VM_VNG হয়েছে\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
htd10050	[[খ্রী.পূ.\N_NN ৬৫০তে\QT_QTC নির্মিত\JJ পরশুরামেশ্বর\N-NNP মন্দিরে\N_NN শিবের\N-NNP পুত্র\N_NN কার্তিকেয়ের\N-NNP সুন্দর\JJ মূর্তি\N_NN]]_NP [[প্রতিষ্ঠিত\JJ]]_JJP [[আছে\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
htd10051	[[দেওয়ালের\N_NN ওপর\PSP মহাভারত\N-NNP]]_NP [[ও\CC_CCD]]_CCP [[রামায়ণের\N-NNP যুগের\N_NN কথা\N_NN]]_NP [[খোচিত\JJ]]_JJP [[করা\V_VM_VNG হয়েছে\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
htd10052	[[উড়িষ্যার\N-NNP প্রাচীনতম\JJ মন্দিরের\N_NN মধ্যে\PSP একটি\QT_QTC অসাধারণ\JJ বাসুদেব\N-NNP মন্দিরের\N_NN প্রতিষ্ঠাতা\N_NN]]_NP [[হল\V_VAUX]]_VGF [[বাসুদেব\N-NNP কৃষ্ণ\N-NNP]]_NP [[৷\RD_PUNC]]_BLK
htd10053	[[প্রাচীন\JJ বাসুদেব\N-NNP মন্দিরে\N_NN মা\N-NNP দূর্গার\N-NNP প্রতিমা\N_NN]]_NP [[স্থাপিত\JJ]]_JJP [[আছে\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
htd10054	[[মা\N-NNP দূর্গার\N-NNP সুন্দর\JJ প্রতিমা\N_NN]]_NP [[দর্শন\N_NN করে\JJ]]_JJP [[দর্শনার্থীদের\N_NN হৃদয়ে\N_NN অপার\JJ শ্রদ্ধা\N_NN]]_NP [[উপছে\V_VM_VNF পড়ে\V_VM_VF]]_VGF [[অপার\JJ শ্রদ্ধায়\N_NN]]_NP [[ভরে\V_VM_VNF যায়\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
htd10055	[[আদমকদ\N-NNP বজরঙ্গবলীর\N-NNP মূর্তি\N_NN]]_NP [[ও\CC_CCD]]_CCP [[গৌরি\N-NNP মন্দির\N_NN]]_NP [[এবং\CC_CCD]]_CCP [[গৌরিকুন্ডও\N-NNP হল\V_VAUX]]_VGF [[দর্শনীয়\JJ]]_JJP [[৷\RD_PUNC]]_BLK
htd10056	[[কেদারেশ্বর\N-NNP মন্দিরের\N_NN কাছে\PSP অবস্থিত\JJ দুধগন্ধার\N-NNP আশ্চর্য\JJ জল\N_NN সকল\QT_QTF অসুখ\N_NN]]_NP [[সারিয়ে\V_VM_VNF দেয়\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
htd10057	[[ভুবনেশ্বরের\N-NNP রাজা-রাণী\N-NNP মন্দির\N_NN]]_NP [[,\RD_PUNC]]_BLK [[ভাস্করেশ্বর\N-NNP শিব\N-NNP মন্দির\N_NN]]_NP [[,\RD_PUNC]]_BLK [[মধেশ্বর\N-NNP ভূমি\N-NNP]]_NP [[,\RD_PUNC]]_BLK [[বন্দনকানন\N-NNP]]_NP [[,\RD_PUNC]]_CCP [[মিউজিয়াম\N_NN ইত্যাদিও\N_NN]]_NP [[কম\JJ দর্শনীয়\JJ]]_JJP [[নয়\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
htd10058	[[`\RD_PUNC পুরীর\N-NNP `\RD_PUNC পবিত্র\N-NNP হিন্দু\N-NNP তীর্থ\N_NN]]_NP [[হল\V_VAUX]]_VGF [[শ্রদ্ধা\N_NN]]_NP [[ও\CC_CCD]]_CCP [[আস্থার\N_NN কেন্দ্র\N_NN]]_NP [[৷\RD_PUNC]]_BLK
htd10059	[[পুরীর\N-NNP প্রাচীন\JJ মন্দিরে\N_NN পালনকর্তা\N_NN ভগবান\N-NNP বিষ্ণু\N-NNP]]_NP [[ও\CC_CCD]]_CCP [[১৬\QT_QTC কলা\N_NN সম্পন্ন\N_NN ভগবান\N-NNP শ্রীকৃষ্ণের\N-NNP অবতার\N_NN জগন্নাথ\N-NNP দেবতার\N_NN মূর্তি\N_NN]]_NP [[প্রতিষ্ঠিত\JJ]]_JJP [[আছে\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
htd10060	[[এমনও\DM_DMD]]_NP [[বলা\V_VM_VNG হয়\V_VAUX]]_VGF [[যে\RP_RPD]]_CCP [[পুরীতে\N-NNP ৩\QT_QTC দিন\N_NN ও\CC_CCD ৩\QT_QTC রাত্রি\N_NN]]_NP [[থাকলে\V_VM_VNF]]_VGNF [[জীবের\N_NN স্বর্গ\N_NN প্রাপ্তি\N_NN]]_NP [[হয়\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
htd10061	[[১১\QT_QTC শতাব্দীর\N_NN শেষে\N_NN রাজা\N_NN অনঙ্গের\N-NNP তৈরি\N_NN এই\DM_DMD সুন্দর\JJ মন্দিরে\N_NN]]_NP [[প্রবেশ\N_NN করার\V_VM_VNG জন্য\PSP]]_VGNN [[চারটি\QT_QTC সুসজ্জিত\JJ দরজা\N_NN]]_NP [[নির্মিত\JJ]]_JJP [[করা\V_VM_VNG হয়েছে\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
htd10062	[[ভেতরে\PSP মার্কণ্ড্য\N-NNP মন্দির\N_NN]]_NP [[,\RD_PUNC]]_CCP [[রাধাকৃষ্ণ\N-NNP মঙ্গলা\N-NNP দেবী\N-NNP]]_NP [[,\RD_PUNC]]_CCP [[লক্ষী\N-NNP]]_NP [[ও\CC_CCD]]_CCP [[কালী\N-NNP]]_NP [[,\RD_PUNC]]_BLK [[সর্বমঙ্গলা\N-NNP]]_NP [[,\RD_PUNC]]_CCP [[পাতালেশ্বর\N-NNP]]_NP [[,\RD_PUNC]]_CCP [[সূর্যনারায়ণ\N-NNP ইত্যাদি\N_NN অনেক\QT_QTF দেব\N_NN -\RD_PUNC দেবীর\N_NN মূর্তি\N_NN]]_NP [[প্রতিষ্ঠিত\JJ]]_JJP [[করা\V_VM_VNG হয়েছে\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
htd10063	[[প্রধাণত\RB]]_RBP [[পুরীতে\N-NNP জগন্নাথ\N-NNP দেবতাই\N_NN]]_NP [[হল\V_VAUX]]_VGF [[পূজিত\JJ]]_JJP [[৷\RD_PUNC]]_BLK
htd10064	[[ভগবান\N-NNP জগন্নাথ\N-NNP মন্দিরে\N_NN মূল্যবান\JJ হিরে\N_NN]]_NP [[খচিত\JJ]]_JJP [[আছে\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
htd10065	[[এর\DM_DMD সাথেই\PSP মন্দিরে\N_NN বলভদ্র\N-NNP]]_NP [[ও\CC_CCD]]_CCP [[ভগবান\N-NNP জগন্নাথের\N-NNP বোন\N_NN সুভদ্রাও\N-NNP]]_NP [[বিরাজ\N_NN করেন\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
htd10066	[[কাছেই\PSP লক্ষী\N-NNP]]_NP [[,\RD_PUNC]]_BLK [[সরস্বতী\N-NNP পিছনের\N_NST দিকে\N_NN]]_NP [[নীলমাহাব\N-NNP]]_NP [[ও\CC_CCD]]_CCP [[ব্রক্ষদাসের\N-NNP মূর্তি\N_NN]]_NP [[প্রতিষ্ঠিত\JJ]]_JJP [[আছে\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
htd10067	[[মার্কণ্ড্যেশ্বর\N-NNP মন্দিরের\N_NN পবিত্র\JJ জলে\N_NN]]_NP [[স্নান\N_NN করলে\V_VM_VNF]]_VGNF [[পুণ্য\JJ প্রাপ্তি\N_NN]]_NP [[হয়\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
htd10068	[[মার্কণ্ড্যেশ্বর\N-NNP মন্দিরের\N_NN কাছেই\PSP লোকনাথ\N-NNP মন্দিরে\N_NN ভগবান\N-NNP সদাশিব\N-NNP]]_NP [[অধিষ্ঠিত\JJ]]_JJP [[আছেন\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
htd10069	[[কিন্তু\CC_CCS]]_CCP [[তিনি\PR_PRL]]_NP [[প্রায়ই\RB কাছেই\PSP]]_RBP [[নির্মিত\JJ জলাশয়ের\N_NN পবিত্র\JJ জলেই\N_NN]]_NP [[নিবাস\N_NN করেন\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
htd10070	[[উড়িষ্যার\N-NNP `\RD_PUNC গঞ্জাম\N-NNP `\RD_PUNC জেলা\N_NN]]_NP [[হল\V_VAUX]]_VGF [[প্রাকৃতিক\JJ ভূসম্পতিতে\N_NN]]_NP [[ভরপুর\JJ]]_JJP [[৷\RD_PUNC]]_BLK
